Frequency (MHz),Channel 1 Voltages (V),Channel 2 Voltages (V),RF Input Power (dBm),RF Output Power (dBm),Gain,Channel 1 DC Current (A),Channel 2 DC Current (A),Channel 1 DC Power (W),Channel 2 DC Power (W),Total DC Drain Current (A),Total DC Gate Current (A),Total DC Drain Power (W),Total DC Gate Power (W),DE (%),PAE (%)
6000,12,3,-7.2441936,25.37724599,32.62143959,1.000226505,0,12.00271806,0,1.000226505,0,12.00271806,0,2.873723597,2.872152145
6000,12,3,-6.2441936,26.24610432,32.49029792,1.010021725,0,12.1202607,0,1.010021725,0,12.1202607,0,3.476149701,3.474190546
6000,12,3,-5.2441936,27.1528531,32.3970467,1.026346092,0,12.31615311,0,1.026346092,0,12.31615311,0,4.21512279,4.21269559
6000,12,3,-4.2441936,28.07135972,32.31555332,1.047242562,0,12.56691075,0,1.047242562,0,12.56691075,0,5.103962104,5.100967412
6000,12,3,-3.2441936,29.01207837,32.25627197,1.072710135,0,12.87252163,0,1.072710135,0,12.87252163,0,6.187913111,6.184232525
6000,12,3,-2.2441936,29.92666634,32.17085994,1.104054841,0,13.24865809,0,1.104054841,0,13.24865809,0,7.421552126,7.417050092
6000,12,3,-1.2441936,30.92617997,32.17037357,1.143887737,0,13.72665284,0,1.143887737,0,13.72665284,0,9.016818894,9.011348533
6000,12,3,-0.2441936,31.94921216,32.19340576,1.193516854,0,14.32220224,0,1.193516854,0,14.32220224,0,10.93733247,10.93073206
6000,12,3,0.7558064,32.81153687,32.05573047,1.253594205,0,15.04313046,0,1.253594205,0,15.04313046,0,12.70034344,12.69243224
6000,12,3,1.7558064,33.45566853,31.69986213,1.316282616,0,15.79539139,0,1.316282616,0,15.79539139,0,14.02931485,14.01982956
6000,12,3,2.7558064,34.27487763,31.51907123,1.397909452,0,16.77491343,0,1.397909452,0,16.77491343,0,15.95245307,15.94120908
6000,12,3,3.7558064,34.73870381,30.98289741,1.448843598,0,17.38612318,0,1.448843598,0,17.38612318,0,17.12646096,17.11280325
6000,12,3,4.7558064,35.03398522,30.27817882,1.482147348,0,17.78576817,0,1.482147348,0,17.78576817,0,17.91950031,17.90269262
6000,12,3,5.7558064,35.25087317,29.49506677,1.510879994,0,18.13055993,0,1.510879994,0,18.13055993,0,18.47889938,18.45814215
6000,12,3,6.7558064,35.39851388,28.64270748,1.530470435,0,18.36564522,0,1.530470435,0,18.36564522,0,18.87318501,18.8473877
6000,12,3,7.7558064,35.48866614,27.73285974,1.543529729,0,18.52235674,0,1.543529729,0,18.52235674,0,19.10602623,19.07382412
6000,12,3,8.7558064,35.54354104,26.78773464,1.553977964,0,18.64773556,0,1.553977964,0,18.64773556,0,19.21887676,19.17860927
2000,15,3,-30.68790042,1.848229015,32.53612943,0.853213813,0,12.7982072,0,0.853213813,0,12.7982072,0,0.011958419,0.01195175
2000,15,3,-29.68790042,2.871677959,32.55957838,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.015135223,0.015126828
2000,15,3,-28.68790042,3.902550304,32.59045072,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.019190048,0.019179479
2000,15,3,-27.68790042,4.989182079,32.6770825,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.024664467,0.024651151
2000,15,3,-26.68790042,6.021362865,32.70926328,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.031281661,0.031264898
2000,15,3,-25.68790042,7.054844463,32.74274488,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.039686059,0.039664955
2000,15,3,-24.68790042,8.020805919,32.70870634,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.049571735,0.049545166
2000,15,3,-23.68790042,8.97939738,32.6672978,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.061814913,0.061781466
2000,15,3,-22.68790042,10.02203044,32.70993086,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.07858806,0.078545952
2000,15,3,-21.68790042,11.01501139,32.70291181,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.098776735,0.098723724
2000,15,3,-20.68790042,11.92740306,32.61530348,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.121869164,0.121802427
2000,15,3,-19.68790042,12.97483882,32.66273924,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.154990444,0.154906492
2000,15,3,-18.68790042,13.97304782,32.66094824,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.195040958,0.194935269
2000,15,3,-17.68790042,15.01698359,32.70488401,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.248038673,0.247905618
2000,15,3,-16.68790042,15.98122081,32.66912123,0.853925399,0,12.80888099,0,0.853925399,0,12.80888099,0,0.309464538,0.30929716
2000,15,3,-15.68790042,17.00425204,32.69215246,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.391365048,0.391154492
2000,15,3,-14.68790042,17.98024806,32.66814848,0.855231388,0,12.82847082,0,0.855231388,0,12.82847082,0,0.489609589,0.489344718
2000,15,3,-13.68790042,18.98368129,32.67158171,0.855884382,0,12.83826573,0,0.855884382,0,12.83826573,0,0.616398776,0.616065577
2000,15,3,-12.68790042,19.94922503,32.63712545,0.857190371,0,12.85785556,0,0.857190371,0,12.85785556,0,0.76869483,0.768275997
2000,15,3,-11.68790042,20.95265826,32.64055868,0.859149254,0,12.88723881,0,0.859149254,0,12.88723881,0,0.966286584,0.965760506
2000,15,3,-10.68790042,21.93257388,32.6204743,0.861108337,0,12.91662505,0,0.861108337,0,12.91662505,0,1.208115162,1.207454376
2000,15,3,-9.68790042,22.95168551,32.63958593,0.863720214,0,12.95580322,0,0.863720214,0,12.95580322,0,1.523015097,1.522185732
2000,15,3,-8.68790042,23.91984233,32.60774275,0.866985186,0,13.00477779,0,0.866985186,0,13.00477779,0,1.896187576,1.8951474
2000,15,3,-7.68790042,24.88930377,32.57720419,0.869597063,0,13.04395595,0,0.869597063,0,13.04395595,0,2.363311962,2.362006391
2000,15,3,-6.68790042,25.90841731,32.59631773,0.874821018,0,13.12231527,0,0.874821018,0,13.12231527,0,2.970511671,2.968877869
2000,15,3,-5.68790042,26.9066244,32.59452482,0.881350962,0,13.22026442,0,0.881350962,0,13.22026442,0,3.710413388,3.708371792
2000,15,3,-4.68790042,27.88523158,32.573132,0.889186794,0,13.3378019,0,0.889186794,0,13.3378019,0,4.607219407,4.604671839
2000,15,3,-3.68790042,28.88605174,32.57395216,0.898981609,0,13.48472413,0,0.898981609,0,13.48472413,0,5.738033873,5.734861619
2000,15,3,-2.68790042,29.9156166,32.60351702,0.911388401,0,13.67082602,0,0.911388401,0,13.67082602,0,7.174091364,7.170152099
2000,15,3,-1.68790042,30.90467795,32.59257837,0.927060165,0,13.90590248,0,0.927060165,0,13.90590248,0,8.856632324,8.851756918
2000,15,3,-0.68790042,31.8702217,32.55812212,0.944037918,0,14.16056877,0,0.944037918,0,14.16056877,0,10.86279221,10.85676482
2000,15,3,0.31209958,32.81094035,32.49884077,0.965586532,0,14.48379797,0,0.965586532,0,14.48379797,0,13.18899114,13.18157244
2000,15,3,1.31209958,33.61316451,32.30106493,0.990400116,0,14.85600175,0,0.990400116,0,14.85600175,0,15.4673,15.45819441
2000,15,3,2.31209958,34.30563792,31.99353834,1.019131167,0,15.28696751,0,1.019131167,0,15.28696751,0,17.62959962,17.61845953
2000,15,3,3.31209958,34.86484297,31.55274339,1.050474896,0,15.75712344,0,1.050474896,0,15.75712344,0,19.45393051,19.44032443
2000,15,3,4.31209958,35.18102893,30.86892935,1.066799754,0,16.00199631,0,1.066799754,0,16.00199631,0,20.60291764,20.58605072
2000,15,3,5.31209958,35.29600581,29.98390623,1.059616817,0,15.89425225,0,1.059616817,0,15.89425225,0,21.2990621,21.27768396
2000,15,3,6.31209958,35.33912142,29.02702184,1.045250941,0,15.67876412,0,1.045250941,0,15.67876412,0,21.80722057,21.77993719
2000,15,3,7.31209958,35.29339274,27.98129316,1.028273088,0,15.42409632,0,1.028273088,0,15.42409632,0,21.9350963,21.90018145
2000,15,3,8.31209958,35.23329123,26.92119165,1.01651919,0,15.24778785,0,1.01651919,0,15.24778785,0,21.88377709,21.83931365
2000,15,3,9.31209958,35.18494853,25.87284895,1.014561207,0,15.21841811,0,1.014561207,0,15.21841811,0,21.68329813,21.62721394
3000,15,3,-30.85282379,4.456296121,35.30911991,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.021866643,0.021860204
3000,15,3,-29.85282379,5.41138569,35.26420948,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.027245268,0.027237161
3000,15,3,-28.85282379,6.47697178,35.32979557,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.034821677,0.034811471
3000,15,3,-27.85282379,7.416947518,35.26977131,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.043236175,0.043223326
3000,15,3,-26.85282379,8.389023934,35.24184772,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.054082269,0.054066093
3000,15,3,-25.85282379,9.391148721,35.24397251,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.068118862,0.068098498
3000,15,3,-24.85282379,10.39140812,35.24423191,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.085761688,0.085736051
3000,15,3,-23.85282379,11.39801518,35.25083897,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.108131948,0.108099673
3000,15,3,-22.85282379,12.44325939,35.29608318,0.850660428,0,12.75990641,0,0.850660428,0,12.75990641,0,0.137555655,0.137515023
3000,15,3,-21.85282379,13.44146649,35.29429028,0.851313422,0,12.76970133,0,0.851313422,0,12.76970133,0,0.172968058,0.172916944
3000,15,3,-20.85282379,14.40701023,35.25983402,0.851313422,0,12.76970133,0,0.851313422,0,12.76970133,0,0.216033093,0.215968745
3000,15,3,-19.85282379,15.431348,35.28417179,0.851966416,0,12.77949624,0,0.851966416,0,12.77949624,0,0.273288317,0.273207369
3000,15,3,-18.85282379,16.43478123,35.28760502,0.851966416,0,12.77949624,0,0.851966416,0,12.77949624,0,0.344321695,0.344219789
3000,15,3,-17.85282379,17.43560139,35.28842518,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.433225153,0.433096958
3000,15,3,-16.85282379,18.37501446,35.22783825,0.853925399,0,12.80888099,0,0.853925399,0,12.80888099,0,0.537019747,0.536858606
3000,15,3,-15.85282379,19.4098045,35.26262829,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.680984587,0.680781877
3000,15,3,-14.85282379,20.39755932,35.25038311,0.855884382,0,12.83826573,0,0.855884382,0,12.83826573,0,0.853590497,0.85333569
3000,15,3,-13.85282379,21.39837948,35.25120327,0.857843365,0,12.86765048,0,0.857843365,0,12.86765048,0,1.072355274,1.072035224
3000,15,3,-12.85282379,22.34171024,35.19453403,0.860455243,0,12.90682864,0,0.860455243,0,12.90682864,0,1.328469171,1.328067474
3000,15,3,-11.85282379,23.37388912,35.22671291,0.86306722,0,12.9460083,0,0.86306722,0,12.9460083,0,1.679782418,1.679278242
3000,15,3,-10.85282379,24.33289829,35.18572208,0.866985186,0,13.00477779,0,0.866985186,0,13.00477779,0,2.085388112,2.084756261
3000,15,3,-9.85282379,25.31804005,35.17086384,0.871556146,0,13.0733422,0,0.871556146,0,13.0733422,0,2.60265963,2.601868348
3000,15,3,-8.85282379,26.2875034,35.14032719,0.876780001,0,13.15170002,0,0.876780001,0,13.15170002,0,3.234211711,3.233221481
3000,15,3,-7.85282379,27.28309742,35.13592121,0.883962939,0,13.25944408,0,0.883962939,0,13.25944408,0,4.034450821,4.033214326
3000,15,3,-6.85282379,28.25517384,35.10799763,0.892451765,0,13.38677648,0,0.892451765,0,13.38677648,0,4.998519281,4.996977433
3000,15,3,-5.85282379,29.22071663,35.07354042,0.902308535,0,13.53462803,0,0.902308535,0,13.53462803,0,6.174834734,6.172914866
3000,15,3,-4.85282379,30.15098301,35.0038068,0.914653373,0,13.71980059,0,0.914653373,0,13.71980059,0,7.546585586,7.544201237
3000,15,3,-3.85282379,31.0969278,34.94975159,0.932937114,0,13.99405672,0,0.932937114,0,13.99405672,0,9.199180702,9.196237812
3000,15,3,-2.85282379,32.00628964,34.85911343,0.957097705,0,14.35646558,0,0.957097705,0,14.35646558,0,11.05557741,11.05196605
3000,15,3,-1.85282379,32.89082638,34.74365017,0.989747122,0,14.84620683,0,0.989747122,0,14.84620683,0,13.10590849,13.10151204
3000,15,3,-0.85282379,33.69958321,34.552407,1.032191054,0,15.48286581,0,1.032191054,0,15.48286581,0,15.13934099,15.13403378
3000,15,3,0.14717621,34.4991943,34.35201809,1.085083596,0,16.27625394,0,1.085083596,0,16.27625394,0,17.31270675,17.30635106
3000,15,3,1.14717621,35.20081345,34.05363724,1.14581207,0,17.18718104,0,1.14581207,0,17.18718104,0,19.26977719,19.26219991
3000,15,3,2.14717621,35.82665268,33.67947647,1.216987453,0,18.25481179,0,1.216987453,0,18.25481179,0,20.95501173,20.94603041
3000,15,3,3.14717621,36.18464867,33.03747246,1.256820107,0,18.85230161,0,1.256820107,0,18.85230161,0,22.03436237,22.02341391
3000,15,3,4.14717621,36.3727924,32.22561619,1.286203853,0,19.29305779,0,1.286203853,0,19.29305779,0,22.48423804,22.47076962
3000,15,3,5.14717621,36.52827231,31.3810961,1.327995491,0,19.91993236,0,1.327995491,0,19.91993236,0,22.57040599,22.55398385
3000,15,3,6.14717621,36.64063564,30.49345943,1.3730521,0,20.5957815,0,1.3730521,0,20.5957815,0,22.4019224,22.38192658
3000,15,3,7.14717621,36.68505875,29.53788254,1.393947919,0,20.90921879,0,1.393947919,0,20.90921879,0,22.29297699,22.2681811
3000,15,3,8.14717621,36.66075913,28.51358292,1.416148727,0,21.2422309,0,1.416148727,0,21.2422309,0,21.82105718,21.79033037
3000,15,3,9.14717621,36.6790506,27.53187439,1.432473585,0,21.48710378,0,1.432473585,0,21.48710378,0,21.66342792,21.625186
4000,15,3,-30.98558217,3.895195988,34.88077816,0.852619411,0,12.78929116,0,0.852619411,0,12.78929116,0,0.019172252,0.01916602
4000,15,3,-29.98558217,5.211586979,35.19716915,0.853925399,0,12.80888099,0,0.853925399,0,12.80888099,0,0.025920747,0.025912914
4000,15,3,-28.98558217,6.135323551,35.12090572,0.855884382,0,12.83826573,0,0.855884382,0,12.83826573,0,0.031990866,0.031981027
4000,15,3,-27.98558217,7.232827213,35.21840938,0.855231388,0,12.82847082,0,0.855231388,0,12.82847082,0,0.041219985,0.04120759
4000,15,3,-26.98558217,7.940979984,34.92656215,0.855884382,0,12.83826573,0,0.855884382,0,12.83826573,0,0.04848324,0.048467647
4000,15,3,-25.98558217,9.143624333,35.1292065,0.855884382,0,12.83826573,0,0.855884382,0,12.83826573,0,0.063952286,0.063932655
4000,15,3,-24.98558217,10.20654395,35.19212612,0.855884382,0,12.83826573,0,0.855884382,0,12.83826573,0,0.081686076,0.081661362
4000,15,3,-23.98558217,11.10545447,35.09103664,0.856537377,0,12.84806065,0,0.856537377,0,12.84806065,0,0.100394026,0.100362937
4000,15,3,-22.98558217,12.17682746,35.16240963,0.856537377,0,12.84806065,0,0.856537377,0,12.84806065,0,0.128482852,0.128443713
4000,15,3,-21.98558217,13.13714316,35.12272533,0.857190371,0,12.85785556,0,0.857190371,0,12.85785556,0,0.160156944,0.160107709
4000,15,3,-20.98558217,14.19414618,35.17972835,0.857843365,0,12.86765048,0,0.857843365,0,12.86765048,0,0.204134008,0.204072072
4000,15,3,-19.98558217,15.11395934,35.09954151,0.857843365,0,12.86765048,0,0.857843365,0,12.86765048,0,0.252288049,0.252210076
4000,15,3,-18.98558217,16.09387496,35.07945713,0.859149254,0,12.88723881,0,0.859149254,0,12.88723881,0,0.315665864,0.315567851
4000,15,3,-17.98558217,17.13127806,35.11686023,0.859802348,0,12.89703522,0,0.859802348,0,12.89703522,0,0.400532647,0.40040935
4000,15,3,-16.98558217,18.11380675,35.09938892,0.860455243,0,12.90682864,0,0.860455243,0,12.90682864,0,0.501835212,0.501680108
4000,15,3,-15.98558217,19.10417464,35.08975681,0.862414326,0,12.93621489,0,0.862414326,0,12.93621489,0,0.628941487,0.628746666
4000,15,3,-14.98558217,20.12851432,35.11409649,0.864373209,0,12.96559813,0,0.864373209,0,12.96559813,0,0.794435925,0.794191217
4000,15,3,-13.98558217,21.08752349,35.07310566,0.866332192,0,12.99498288,0,0.866332192,0,12.99498288,0,0.988499917,0.988192544
4000,15,3,-12.98558217,22.11970046,35.10528263,0.869597063,0,13.04395595,0,0.869597063,0,13.04395595,0,1.248995065,1.248609558
4000,15,3,-11.98558217,23.11268142,35.09826359,0.872862135,0,13.09293203,0,0.872862135,0,13.09293203,0,1.56398012,1.563496611
4000,15,3,-10.98558217,24.0756121,35.06119427,0.877432996,0,13.16149493,0,0.877432996,0,13.16149493,0,1.942030242,1.941424711
4000,15,3,-9.98558217,25.02939704,35.01497921,0.883309945,0,13.24964917,0,0.883309945,0,13.24964917,0,2.402897938,2.402140692
4000,15,3,-8.98558217,26.04720214,35.03278431,0.889839788,0,13.34759682,0,0.889839788,0,13.34759682,0,3.015207009,3.014260687
4000,15,3,-7.98558217,26.99576094,34.98134311,0.89767562,0,13.4651343,0,0.89767562,0,13.4651343,0,3.718479615,3.717298666
4000,15,3,-6.98558217,27.94301131,34.92859348,0.906817541,0,13.60226311,0,0.906817541,0,13.60226311,0,4.578149387,4.576677649
4000,15,3,-5.98558217,28.87327769,34.85885986,0.91726535,0,13.75898025,0,0.91726535,0,13.75898025,0,5.607141574,5.605309869
4000,15,3,-4.98558217,29.8375149,34.82309707,0.933590109,0,14.00385163,0,0.933590109,0,14.00385163,0,6.878662312,6.876396655
4000,15,3,-3.98558217,30.75602153,34.7416037,0.959056688,0,14.38585032,0,0.959056688,0,14.38585032,0,8.273068406,8.270291851
4000,15,3,-2.98558217,31.69020751,34.67578968,0.994318083,0,14.91477124,0,0.994318083,0,14.91477124,0,9.8947347,9.891363184
4000,15,3,-1.98558217,32.57213214,34.55771431,1.036762015,0,15.55143022,0,1.036762015,0,15.55143022,0,11.62633621,11.62226549
4000,15,3,-0.98558217,33.40179351,34.38737568,1.089654556,0,16.34481834,0,1.089654556,0,16.34481834,0,13.39057581,13.38569983
4000,15,3,0.01441783,34.11647799,34.10206016,1.149076041,0,17.23614062,0,1.149076041,0,17.23614062,0,14.96951641,14.96369536
4000,15,3,1.01441783,34.76191619,33.74749836,1.21502847,0,18.22542704,0,1.21502847,0,18.22542704,0,16.42532251,16.41839201
4000,15,3,2.01441783,35.18523982,33.17082199,1.271184983,0,19.06777474,0,1.271184983,0,19.06777474,0,17.30708669,17.29874716
4000,15,3,3.01441783,35.45177653,32.4373587,1.319506564,0,19.79259846,0,1.319506564,0,19.79259846,0,17.72861623,17.71850186
4000,15,3,4.01441783,35.67127755,31.65685972,1.371093117,0,20.56639676,0,1.371093117,0,20.56639676,0,17.94607776,17.9338236
4000,15,3,5.01441783,35.77449515,30.76007732,1.395906902,0,20.93860353,0,1.395906902,0,20.93860353,0,18.05102225,18.03586941
4000,15,3,6.01441783,35.72223285,29.70781502,1.37762306,0,20.66434591,0,1.37762306,0,20.66434591,0,18.07180873,18.05247926
4000,15,3,7.01441783,35.53931525,28.52489742,1.328648485,0,19.92972727,0,1.328648485,0,19.92972727,0,17.96512194,17.93989059
4000,15,3,8.01441783,35.29629615,27.28187832,1.276408938,0,19.14613407,0,1.276408938,0,19.14613407,0,17.68269756,17.64963316
4000,15,3,9.01441783,35.12121775,26.10679992,1.246372198,0,18.69558297,0,1.246372198,0,18.69558297,0,17.39333107,17.3507023
5000,15,3,-31.1147133,2.160487665,33.27520097,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.012849014,0.01284297
5000,15,3,-30.1147133,3.593776239,33.70848954,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.01787305,0.01786544
5000,15,3,-29.1147133,4.188735498,33.3034488,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.020497202,0.020487623
5000,15,3,-28.1147133,5.181239618,33.29595292,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.025759949,0.025747889
5000,15,3,-27.1147133,6.387187494,33.50190079,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.034004766,0.033989583
5000,15,3,-26.1147133,7.171119226,33.28583253,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.04073174,0.040712626
5000,15,3,-25.1147133,8.255561365,33.37027467,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.052285008,0.052260945
5000,15,3,-24.1147133,9.215045465,33.32975877,0.853272405,0,12.79908607,0,0.853272405,0,12.79908607,0,0.06521171,0.065181416
5000,15,3,-23.1147133,10.23546554,33.35017884,0.853925399,0,12.80888099,0,0.853925399,0,12.80888099,0,0.082420523,0.082382414
5000,15,3,-22.1147133,11.31206466,33.42677796,0.853925399,0,12.80888099,0,0.853925399,0,12.80888099,0,0.105607625,0.10555965
5000,15,3,-21.1147133,12.30243255,33.41714585,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.132556213,0.132495862
5000,15,3,-20.1147133,13.19742156,33.31213486,0.855231388,0,12.82847082,0,0.855231388,0,12.82847082,0,0.16276734,0.16269142
5000,15,3,-19.1147133,14.16640808,33.28112138,0.855884382,0,12.83826573,0,0.855884382,0,12.83826573,0,0.203298628,0.203203123
5000,15,3,-18.1147133,15.19858695,33.31330025,0.856537377,0,12.84806065,0,0.856537377,0,12.84806065,0,0.257644643,0.257524502
5000,15,3,-17.1147133,16.21556236,33.33027566,0.857190371,0,12.85785556,0,0.857190371,0,12.85785556,0,0.325377631,0.325226498
5000,15,3,-16.1147133,17.19808914,33.31280244,0.85849636,0,12.87744539,0,0.85849636,0,12.87744539,0,0.407360764,0.407170788
5000,15,3,-15.1147133,18.24725295,33.36196625,0.859802348,0,12.89703522,0,0.859802348,0,12.89703522,0,0.517887477,0.517648674
5000,15,3,-14.1147133,19.2167163,33.3314296,0.861761231,0,12.92641847,0,0.861761231,0,12.92641847,0,0.645941844,0.645641893
5000,15,3,-13.1147133,20.17572547,33.29043877,0.863720214,0,12.95580322,0,0.863720214,0,12.95580322,0,0.803726346,0.803349586
5000,15,3,-12.1147133,21.12559081,33.24030411,0.866985186,0,13.00477779,0,0.866985186,0,13.00477779,0,0.996451455,0.995978929
5000,15,3,-11.1147133,22.13686325,33.25157655,0.870903052,0,13.06354578,0,0.870903052,0,13.06354578,0,1.252060322,1.251468123
5000,15,3,-10.1147133,23.10893966,33.22365296,0.874821018,0,13.12231527,0,0.874821018,0,13.12231527,0,1.559134201,1.558392006
5000,15,3,-9.1147133,24.07187034,33.18658364,0.880044973,0,13.20067459,0,0.880044973,0,13.20067459,0,1.934598775,1.933669953
5000,15,3,-8.1147133,25.03610565,33.15081895,0.886574916,0,13.29862374,0,0.886574916,0,13.29862374,0,2.397749813,2.396589108
5000,15,3,-7.1147133,26.02647354,33.14118684,0.895063643,0,13.42595464,0,0.895063643,0,13.42595464,0,2.983336063,2.98188868
5000,15,3,-6.1147133,26.97372581,33.08843911,0.904858558,0,13.57287837,0,0.904858558,0,13.57287837,0,3.670292056,3.668489633
5000,15,3,-5.1147133,27.90399219,33.01870549,0.91726535,0,13.75898025,0,0.91726535,0,13.75898025,0,4.485521798,4.483283374
5000,15,3,-4.1147133,28.79375507,32.90846837,0.934896097,0,14.02344146,0,0.934896097,0,14.02344146,0,5.401581097,5.398816231
5000,15,3,-3.1147133,29.63125564,32.74596894,0.959056688,0,14.38585032,0,0.959056688,0,14.38585032,0,6.385428211,6.382035139
5000,15,3,-2.1147133,30.60071899,32.71543229,0.993012094,0,14.89518141,0,0.993012094,0,14.89518141,0,7.709498034,7.705372474
5000,15,3,-1.1147133,31.54405071,32.65876401,1.043944952,0,15.65917429,0,1.043944952,0,15.65917429,0,9.112472126,9.107531752
5000,15,3,-0.1147133,32.47301055,32.58772385,1.109244386,0,16.6386658,0,1.109244386,0,16.6386658,0,10.62141937,10.61556595
5000,15,3,0.8852867,33.25171615,32.36642945,1.183031747,0,17.7454762,0,1.183031747,0,17.7454762,0,11.91472318,11.90781377
5000,15,3,1.8852867,33.91152622,32.02623952,1.267268017,0,19.00902025,0,1.267268017,0,19.00902025,0,12.94770775,12.93958751
5000,15,3,2.8852867,34.2695222,31.3842355,1.32342453,0,19.85136795,0,1.32342453,0,19.85136795,0,13.463618,13.453829
5000,15,3,3.8852867,34.6144519,30.7291652,1.386111987,0,20.7916798,0,1.386111987,0,20.7916798,0,13.91731995,13.90555367
5000,15,3,4.8852867,34.8457122,29.9604255,1.429861608,0,21.44792412,0,1.429861608,0,21.44792412,0,14.22937928,14.21501964
5000,15,3,5.8852867,35.01817752,29.13289082,1.457940364,0,21.86910547,0,1.457940364,0,21.86910547,0,14.52067259,14.50294305
5000,15,3,6.8852867,35.10310317,28.21781647,1.47230624,0,22.0845936,0,1.47230624,0,22.0845936,0,14.66293487,14.64083248
5000,15,3,7.8852867,35.15928508,27.27399838,1.480795166,0,22.21192749,0,1.480795166,0,22.21192749,0,14.76869974,14.74103399
5000,15,3,8.8852867,35.19456197,26.30927527,1.48732511,0,22.30987665,0,1.48732511,0,22.30987665,0,14.82378229,14.78910609
6000,15,3,-31.2441936,0.978140915,32.22233452,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.009771718,0.00976586
6000,15,3,-30.2441936,2.264678086,32.50887169,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.013140886,0.013133511
6000,15,3,-29.2441936,3.116969193,32.36116279,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.015990195,0.015980911
6000,15,3,-28.2441936,4.377795304,32.6219889,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.021376488,0.0213648
6000,15,3,-27.2441936,5.232279862,32.47647346,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.026024645,0.026009931
6000,15,3,-26.2441936,6.348494614,32.59268821,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.033651645,0.033633121
6000,15,3,-25.2441936,7.366301621,32.61049522,0.854578394,0,12.8186759,0,0.854578394,0,12.8186759,0,0.042538972,0.042515652
6000,15,3,-24.2441936,8.288310135,32.53250374,0.855231388,0,12.82847082,0,0.855231388,0,12.82847082,0,0.052560093,0.052530756
6000,15,3,-23.2441936,9.258189285,32.50238289,0.855231388,0,12.82847082,0,0.855231388,0,12.82847082,0,0.065711902,0.06567497
6000,15,3,-22.2441936,10.26381978,32.50801338,0.855231388,0,12.82847082,0,0.855231388,0,12.82847082,0,0.082833705,0.08278721
6000,15,3,-21.2441936,11.28685101,32.53104461,0.855884382,0,12.83826573,0,0.855884382,0,12.83826573,0,0.10475596,0.104697471
6000,15,3,-20.2441936,12.27983197,32.52402557,0.856537377,0,12.84806065,0,0.856537377,0,12.84806065,0,0.13156659,0.131493013
6000,15,3,-19.2441936,13.2871848,32.5313784,0.856537377,0,12.84806065,0,0.856537377,0,12.84806065,0,0.165913186,0.165820557
6000,15,3,-18.2441936,14.23705014,32.48124374,0.857190371,0,12.85785556,0,0.857190371,0,12.85785556,0,0.206317692,0.206201169
6000,15,3,-17.2441936,15.30972966,32.55392326,0.85849636,0,12.87744539,0,0.85849636,0,12.87744539,0,0.263720111,0.26357364
6000,15,3,-16.2441936,16.27788647,32.52208007,0.859149254,0,12.88723881,0,0.859149254,0,12.88723881,0,0.329328087,0.329143831
6000,15,3,-15.2441936,17.25257596,32.49676956,0.860455243,0,12.90682864,0,0.860455243,0,12.90682864,0,0.411564637,0.411333025
