Theta (deg),Phi (deg),Frequency (MHz),Gain (dBi),Return Loss (dB),Return Loss (deg),Return Loss Reference (dB),Return Loss Reference (deg),Insertion Loss (dB),Intertion Loss (deg),Absolute Gain (dBi),Insertion (deg)
0,0,1583,8.207890972,-12.66710472,-59.15875626,-4.298253059,-91.68325043,-22.35086441,0,8.449491493,-39.82909775
0,0,1584,8.208470875,-12.72895241,-59.32045364,-4.227778435,-77.48362732,-22.35081863,0,8.446559765,-42.35420609
0,0,1585,8.208840157,-12.79996777,-59.47928238,-4.132018089,-63.27305603,-22.35104752,0,8.442961505,-44.88058853
0,0,1586,8.208952735,-12.88045311,-59.63525772,-4.086359024,-49.04979706,-22.35159302,0,8.438659462,-47.40825653
0,0,1587,8.208875056,-12.97043991,-59.78827286,-4.013037205,-34.80694962,-22.35238457,0,8.433747068,-49.9372139
0,0,1588,8.208711715,-13.06773758,-59.938591,-3.952399969,-20.54098892,-22.35331345,0,8.42847357,-52.46747589
0,0,1589,8.208252595,-13.16840839,-60.08671188,-3.856500149,-6.24762249,-22.35458565,0,8.422852377,-54.99897766
0,0,1590,8.207611827,-13.26496029,-60.23329926,-3.760313988,8.060786247,-22.35608292,0,8.417377466,-57.5317955
0,0,1591,8.206731471,-13.35020733,-60.37971115,-3.682653904,22.38092613,-22.35786057,0,8.412321733,-60.06589127
0,0,1592,8.205649213,-13.42210484,-60.52835083,-3.64570713,36.70846939,-22.35988426,0,8.407784146,-62.60128784
0,0,1593,8.204228761,-13.48201656,-60.68245316,-3.627434731,51.04539108,-22.36229515,0,8.403529817,-65.13799286
0,0,1594,8.202652348,-13.53288651,-60.84311295,-3.626763582,65.38975525,-22.36491585,0,8.399579135,-67.67598724
0,0,1595,8.200884771,-13.57989597,-61.00823975,-3.653101683,79.74306488,-22.36778641,0,8.395643192,-70.21522522
0,0,1596,8.198707721,-13.62716579,-61.1747551,-3.668992996,94.10462952,-22.37112999,0,8.391310378,-72.75575256
0,0,1597,8.19650561,-13.67815495,-61.34072495,-3.705845118,108.4768829,-22.37456703,0,8.386810217,-75.29756165
0,0,1598,8.194025797,-13.73489475,-61.50515747,-3.799360037,122.8583298,-22.37835503,0,8.381806094,-77.84062958
0,0,1599,8.191437165,-13.7992506,-61.6672287,-3.813704252,137.2486572,-22.38232994,0,8.376395692,-80.38496399
0,0,1600,8.188941021,-13.8725872,-61.82659149,-3.786608219,151.6498718,-22.38629532,0,8.370736748,-82.9305954
0,0,1601,8.18637562,-13.95624733,-61.98324203,-3.758357286,166.0611115,-22.39041519,0,8.364630672,-85.47751617
0,0,1602,8.183805471,-14.04926109,-62.13712692,-3.692343712,-179.5182037,-22.39461708,0,8.358206513,-88.02568054
0,0,1603,8.181290613,-14.15157509,-62.288517,-3.623399258,-165.0844116,-22.39883041,0,8.351550358,-90.57512665
0,0,1604,8.178629777,-14.25690079,-62.43778992,-3.514503002,-150.6411743,-22.40324593,0,8.344730998,-93.12587738
0,0,1605,8.176195806,-14.3573246,-62.58580017,-3.397057056,-136.1904144,-22.40748024,0,8.338428445,-95.67785645
0,0,1606,8.173608141,-14.44465637,-62.73388672,-3.405284643,-121.733139,-22.41190338,0,8.332551208,-98.2310791
0,0,1607,8.170985948,-14.51742744,-62.88407516,-3.315503836,-107.2681885,-22.41638565,0,8.327239837,-100.7855682
0,0,1608,8.168145124,-14.57763004,-63.0389595,-3.228108406,-92.81326294,-22.42110062,0,8.322209328,-103.3413162
0,0,1609,8.165269685,-14.62947369,-63.19936371,-3.170018196,-78.36811066,-22.42585373,0,8.317473276,-105.898262
0,0,1610,8.162127846,-14.67780399,-63.3640213,-3.123063087,-63.9262619,-22.43086624,0,8.312617508,-108.4564743
0,0,1611,8.158888493,-14.72691345,-63.53053284,-3.047341824,-49.47349548,-22.43596077,0,8.307656705,-111.0159073
0,0,1612,8.155623763,-14.78039455,-63.69687653,-2.962130308,-35.01005173,-22.44106483,0,8.302540057,-113.5765762
0,0,1613,8.152295296,-14.84012127,-63.861763,-2.878363132,-20.53504181,-22.44621849,0,8.297171092,-116.1384888
0,0,1614,8.148891433,-14.90751553,-64.02462006,-2.779045105,-6.050776005,-22.45143509,0,8.291499352,-118.7015686
0,0,1615,8.14548635,-14.98434544,-64.18504333,-2.695188761,8.44337368,-22.45664215,0,8.285552848,-121.2659531
0,0,1616,8.142253401,-15.07140732,-64.34300232,-2.601279736,22.94676781,-22.46166801,0,8.279495584,-123.8315048
0,0,1617,8.139049323,-15.16966057,-64.49846649,-2.492283344,37.45801926,-22.46665764,0,8.273173542,-126.3983231
0,0,1618,8.135931123,-15.27840614,-64.65166473,-2.393466234,51.97894669,-22.47155571,0,8.266688182,-128.9664001
0,0,1619,8.132885236,-15.39330769,-64.80310822,-2.312360287,66.50978088,-22.47637749,0,8.260177678,-131.5357208
0,0,1620,8.130067852,-15.5057106,-64.95368195,-2.407716036,81.0530014,-22.48096848,0,8.254061137,-134.106308
0,0,1621,8.127294812,-15.60539055,-65.10449219,-2.624337673,95.6039505,-22.48551559,0,8.248434984,-136.6781158
0,0,1622,8.124597933,-15.68838215,-65.25765228,-2.703817129,110.1637421,-22.48999405,0,8.243413496,-139.2511749
0,0,1623,8.121897567,-15.75734806,-65.41506195,-2.694041252,124.7354813,-22.49449158,0,8.238815816,-141.8255005
0,0,1624,8.119339131,-15.81705093,-65.57743835,-2.66479373,139.3191528,-22.49887085,0,8.234639711,-144.401001
0,0,1625,8.116644612,-15.87277508,-65.74345398,-2.637401104,153.9102325,-22.50341797,0,8.230455794,-146.9777222
0,0,1626,8.114173051,-15.92916107,-65.91073608,-2.598875523,168.5124512,-22.50778198,0,8.226496982,-149.5557098
0,0,1627,8.111789485,-15.98894501,-66.07789612,-2.536985397,-176.9584961,-22.51210594,0,8.222558034,-152.1348724
0,0,1628,8.109582113,-16.05428886,-66.24377441,-2.47163558,-162.4136047,-22.51630974,0,8.218675564,-154.7152252
0,0,1629,8.10736638,-16.12625885,-66.40779877,-2.39727211,-147.8555756,-22.52058601,0,8.214644535,-157.2968445
0,0,1630,8.105369721,-16.20660019,-66.56959534,-2.327118158,-133.2870026,-22.52471542,0,8.21065752,-159.8796844
0,0,1631,8.103499821,-16.29702759,-66.72886658,-2.268204927,-118.7106247,-22.52879715,0,8.206592059,-162.4637604
0,0,1632,8.101886451,-16.39824104,-66.88568115,-2.201488256,-104.1231995,-22.5327034,0,8.202576132,-165.0490265
0,0,1633,8.100404486,-16.51187897,-67.04024506,-2.154035807,-89.52411652,-22.53656006,0,8.198464098,-167.6355133
0,0,1634,8.099140514,-16.63527679,-67.19317627,-2.129812717,-74.91616821,-22.5402813,0,8.19442277,-170.2232208
0,0,1635,8.097967501,-16.75958443,-67.34513092,-2.12458539,-60.29807663,-22.5439949,0,8.190532305,-172.812088
0,0,1636,8.096899557,-16.87198639,-67.49742126,-2.152159691,-45.67115784,-22.54768753,0,8.187074655,-175.4020996
0,0,1637,8.095868776,-16.96566963,-67.65214539,-2.203408718,-31.03205299,-22.55142784,0,8.184099823,-177.9932709
0,0,1638,8.094898804,-17.04134369,-67.81129456,-2.278317928,-16.38354492,-22.55519295,0,8.181590463,179.4143982
0,0,1639,8.094038084,-17.10546684,-67.97535706,-2.348620653,-1.724217057,-22.55893517,0,8.179446575,176.8208466
0,0,1640,8.093069935,-17.16267776,-68.14291382,-2.377762556,12.94354439,-22.56287193,0,8.177349777,174.2260895
0,0,1641,8.09219303,-17.21858597,-68.31180573,-2.406642199,27.62003326,-22.56680489,0,8.175384471,171.630188
0,0,1642,8.091142662,-17.27544403,-68.48044586,-2.424078941,42.30912018,-22.57099724,0,8.173241762,169.0330811
0,0,1643,8.090176287,-17.33482361,-68.6477356,-2.451961517,57.01919937,-22.57518959,0,8.171150055,166.4347229
0,0,1644,8.089337737,-17.39741707,-68.81297302,-2.461251736,71.77567291,-22.57933617,0,8.169142115,163.8351288
0,0,1645,8.08848774,-17.46499443,-68.97602844,-2.478615522,86.56195831,-22.5835743,0,8.167048739,161.234314
0,0,1646,8.087744515,-17.53833389,-69.13668823,-2.504252911,101.3577805,-22.58778381,0,8.164978223,158.6322784
0,0,1647,8.087159525,-17.61899567,-69.29488373,-2.539535522,116.1647186,-22.59191132,0,8.16295953,156.0290375
0,0,1648,8.086719381,-17.70734978,-69.45108795,-2.578761578,130.9790802,-22.59596825,0,8.160979743,153.4246063
0,0,1649,8.086237128,-17.80423546,-69.60577393,-2.62624979,145.8030853,-22.60013962,0,8.158845403,150.818985
0,0,1650,8.085855779,-17.90395927,-69.75973511,-2.6675632,160.6347504,-22.60428047,0,8.156802264,148.2121582
0,0,1651,8.085458089,-17.99790382,-69.91456604,-2.689181089,175.4723511,-22.60850525,0,8.154874173,145.6041718
0,0,1652,8.085119812,-18.07701683,-70.07201385,-2.723362684,-169.6842651,-22.61273193,0,8.153272945,142.9949951
0,0,1653,8.08474418,-18.13809776,-70.23390198,-2.741273165,-154.8358459,-22.61705017,0,8.151938088,140.3846436
0,0,1654,8.084560583,-18.18708801,-70.40003967,-2.754768372,-139.9841003,-22.62122345,0,8.15099498,137.7730408
0,0,1655,8.08424337,-18.22832489,-70.56915283,-2.742965937,-125.1273193,-22.6255703,0,8.150045167,135.1602783
0,0,1656,8.084096315,-18.2664299,-70.73919678,-2.738282681,-110.2682343,-22.62977982,0,8.149318955,132.5462036
0,0,1657,8.083849083,-18.30377769,-70.90880585,-2.768181324,-95.40729523,-22.63411522,0,8.148509057,129.9308777
0,0,1658,8.083610898,-18.3414669,-71.07685852,-2.915377378,-80.54328156,-22.63846016,0,8.14770802,127.3142853
0,0,1659,8.083183902,-18.38080597,-71.24300385,-3.01905179,-65.67938232,-22.64300537,0,8.146698798,124.6964035
0,0,1660,8.082986312,-18.42268562,-71.40685272,-3.128740788,-50.81735992,-22.64732552,0,8.145887232,122.0772858
0,0,1661,8.082860921,-18.46794319,-71.56845856,-3.202227116,-35.96304321,-22.65157127,0,8.145105062,119.4569244
0,0,1662,8.082620483,-18.51761055,-71.72769928,-3.26967001,-21.11716652,-22.65592575,0,8.144151797,116.8353043
0,0,1663,8.082543745,-18.57231903,-71.88504028,-3.312835693,-6.279865265,-22.66010666,0,8.143299392,114.2124481
0,0,1664,8.082138883,-18.63154793,-72.040802,-3.353305101,8.552453041,-22.66460228,0,8.142065867,111.5884094
0,0,1665,8.081900171,-18.69350815,-72.19607544,-3.379016161,23.38779449,-22.66891479,0,8.140972455,108.96315
0,0,1666,8.081591372,-18.75132751,-72.35221863,-3.387086391,38.22519684,-22.6732769,0,8.139877148,106.3366547
0,0,1667,8.081109759,-18.79633904,-72.51118469,-3.38634491,53.06721115,-22.67778778,0,8.138790557,103.708931
0,0,1668,8.080484217,-18.82730484,-72.67448425,-3.377841711,67.91124725,-22.68241501,0,8.137752491,101.0799866
0,0,1669,8.079633,-18.84782028,-72.8422699,-3.355900526,82.76036072,-22.68723679,0,8.136629606,98.44978333
0,0,1670,8.078628861,-18.86334038,-73.01299286,-3.311373472,97.61139679,-22.69217682,0,8.13542081,95.81832886
0,0,1671,8.0775958,-18.87725449,-73.18480682,-3.295386791,112.4684677,-22.69710922,0,8.134204899,93.18560791
0,0,1672,8.076275355,-18.89166069,-73.35635376,-3.370458126,127.3288269,-22.70229721,0,8.132695761,90.55158997
0,0,1673,8.074759766,-18.90688705,-73.52658081,-3.475230932,142.1919861,-22.70765495,0,8.130981425,87.91624451
0,0,1674,8.073364432,-18.92409897,-73.69502258,-3.52413702,157.0588837,-22.71287346,0,8.129362275,85.27955627
0,0,1675,8.071985138,-18.94344521,-73.86138916,-3.525305033,171.9281464,-22.71806335,0,8.127732481,82.64155579
0,0,1676,8.070437557,-18.96549988,-74.02563477,-3.523424625,-173.1979218,-22.72341537,0,8.125900707,80.00223541
0,0,1677,8.068947446,-18.99044228,-74.18784332,-3.504064083,-158.3202362,-22.72871017,0,8.124090948,77.36161804
0,0,1678,8.067446826,-19.01828575,-74.34835052,-3.447880745,-143.4403992,-22.73402214,0,8.122235691,74.7197113
0,0,1679,8.065842926,-19.0478363,-74.5079422,-3.369821548,-128.5541077,-22.73945045,0,8.12025792,72.07659149
0,0,1680,8.064281391,-19.07633781,-74.66772461,-3.287744761,-113.6630325,-22.74485588,0,8.11833822,69.43222046
0,0,1681,8.062617147,-19.09787369,-74.82926178,-3.209319592,-98.76566315,-22.7503891,0,8.116404919,66.78655243
0,0,1682,8.06095368,-19.10744476,-74.99432373,-3.117360353,-83.930336,-22.75594902,0,8.11462231,64.13968658
0,0,1683,8.059193401,-19.10624695,-75.16400909,-3.051072359,-69.0921402,-22.76163483,0,8.112876927,61.49151611
0,0,1684,8.057507657,-19.09964752,-75.33776093,-2.983552694,-54.25038147,-22.76727676,0,8.111273328,58.8421402
0,0,1685,8.055598586,-19.09116936,-75.51345825,-2.900136232,-39.40654755,-22.77317429,0,8.109469974,56.19150925
0,0,1686,8.053769144,-19.0832901,-75.68961334,-2.870900393,-24.55765724,-22.77902603,0,8.107738967,53.53955841
0,0,1687,8.051919832,-19.07777977,-75.86481476,-2.867030859,-9.704782486,-22.78493309,0,8.105958604,50.88633347
0,0,1688,8.049810011,-19.07465363,-76.03842926,-2.838872433,5.152323246,-22.7911377,0,8.103887939,48.23182297
0,0,1689,8.047927648,-19.07414055,-76.20995331,-2.823028088,20.0128727,-22.79715347,0,8.102012005,45.57603073
0,0,1690,8.046032103,-19.07658768,-76.37924957,-2.778707027,34.87748337,-22.80322266,0,8.100085803,42.91898727
0,0,1691,8.04419419,-19.08187485,-76.54624939,-2.664901018,49.74428177,-22.80927658,0,8.098181713,40.26067734
0,0,1692,8.042277147,-19.08963203,-76.71114349,-2.615855694,64.61605835,-22.81545639,0,8.096167726,37.60108185
0,0,1693,8.04033932,-19.0994091,-76.87418365,-2.583678007,79.4899826,-22.82170868,0,8.094107961,34.94034195
0,0,1694,8.038324612,-19.10967636,-77.03610229,-2.566408634,94.36673737,-22.82809448,0,8.091965501,32.27840042
0,0,1695,8.036459216,-19.11867905,-77.19798279,-2.534156322,109.246582,-22.83439255,0,8.089988337,29.61523628
0,0,1696,8.034420007,-19.12001991,-77.36121368,-2.481431246,124.1280365,-22.84093094,0,8.087932501,26.95083046
0,0,1697,8.032341623,-19.11147118,-77.52787018,-2.429874659,139.0143585,-22.84757996,0,8.08596021,24.28526688
0,0,1698,8.030049713,-19.09309578,-77.69911194,-2.325005054,153.9171753,-22.85451889,0,8.083897061,21.61849785
0,0,1699,8.027873467,-19.07158089,-77.87411499,-2.189181805,168.8397064,-22.86142349,0,8.081989909,18.95040321
0,0,1700,8.025550793,-19.04918289,-78.05116272,-2.146615744,-176.2106323,-22.86856079,0,8.079948812,16.28107834
0,0,1701,8.023142778,-19.02841187,-78.22858429,-2.129100084,-161.2574005,-22.87587166,0,8.077803238,13.61050987
0,0,1702,8.020639446,-19.00969696,-78.40516663,-2.128145218,-146.3005981,-22.88335609,0,8.075537459,10.93871498
0,0,1703,8.018378793,-18.9934082,-78.58014679,-2.166682482,-131.3401947,-22.89066315,0,8.073484409,8.265623093
0,0,1704,8.01604841,-18.9788475,-78.75305176,-2.212097645,-116.3768082,-22.89809227,0,8.071340272,5.591326714
0,0,1705,8.013442696,-18.96554184,-78.92375183,-2.259438515,-101.4126053,-22.90583611,0,8.068905306,2.915799379
0,0,1706,8.010882482,-18.95360565,-79.09224701,-2.341911077,-86.44863129,-22.91356087,0,8.066498717,0.239051417
0,0,1707,8.008366254,-18.9423542,-79.25856018,-2.431945562,-71.48384094,-22.92125511,0,8.064127694,-2.43888092
0,0,1708,8.00586389,-18.9307003,-79.42336273,-2.558951139,-56.51801682,-22.928936,0,8.061776131,-5.118056297
0,0,1709,8.003194587,-18.91647911,-79.58756256,-2.655849457,-41.55339432,-22.93677139,0,8.059291405,-7.798439503
0,0,1710,8.000669638,-18.89616394,-79.75234985,-2.739720583,-26.58647919,-22.94443703,0,8.05703119,-10.48005676
0,0,1711,7.997840598,-18.86489296,-79.91985321,-2.860176086,-11.62018871,-22.95236969,0,8.054612115,-13.16290474
0,0,1712,7.995036687,-18.81947517,-80.09216309,-2.886231899,3.347343922,-22.96023369,0,8.052408986,-15.8469696
0,0,1713,7.992147822,-18.76328087,-80.26970673,-2.780952454,18.31578445,-22.96813393,0,8.050272319,-18.53227806
0,0,1714,7.989199341,-18.70405579,-80.45068359,-2.585394382,33.2834816,-22.97603989,0,8.048127355,-21.21883011
0,0,1715,7.986104051,-18.647192,-80.63307953,-2.50494957,48.24430466,-22.98403358,0,8.045814068,-23.90663528
0,0,1716,7.982963585,-18.59392929,-80.81505585,-2.534450293,63.18396378,-22.99200821,0,8.043415557,-26.59567451
0,0,1717,7.979644971,-18.54458809,-80.99549866,-2.571053267,78.09575653,-23.00009155,0,8.040792554,-29.28595543
0,0,1718,7.976318507,-18.49901199,-81.17396545,-2.597507954,93.00263214,-23.00810814,0,8.03811578,-31.97740936
0,0,1719,7.972927516,-18.45586205,-81.35015869,-2.615091562,107.9123764,-23.01610947,0,8.035346301,-34.67007828
0,0,1720,7.96943821,-18.4147625,-81.52397919,-2.641255856,122.8205719,-23.02412415,0,8.032454826,-37.3639679
0,0,1721,7.96592704,-18.3754425,-81.69540405,-2.644559383,137.7283936,-23.03207207,0,8.029521001,-40.05906296
0,0,1722,7.962415513,-18.33688736,-81.86489868,-2.657792091,152.6364441,-23.03993416,0,8.026580762,-42.75537872
0,0,1723,7.958911399,-18.29757118,-82.03276825,-2.649898291,167.5457306,-23.0477066,0,8.023664538,-45.45288849
0,0,1724,7.955489225,-18.25407791,-82.20005035,-2.647129297,-177.5462646,-23.05531883,0,8.020899037,-48.15162659
0,0,1725,7.951990821,-18.20299149,-82.36804199,-2.64991951,-162.6384277,-23.06293297,0,8.018180526,-50.85157013
0,0,1726,7.94851551,-18.13726807,-82.53857422,-2.641003847,-147.7306061,-23.07045364,0,8.015722355,-53.55274582
0,0,1727,7.944958527,-18.05333519,-82.71327209,-2.638318777,-132.8221893,-23.07798958,0,8.013487264,-56.25519562
0,0,1728,7.94159658,-17.95566368,-82.89235687,-2.665710211,-117.9131622,-23.08526802,0,8.011696614,-58.95886993
0,0,1729,7.938261961,-17.85517502,-83.0742569,-2.741829872,-103.0034103,-23.09246063,0,8.010016537,-61.66387558
0,0,1730,7.935086418,-17.76082993,-83.25714111,-2.894288063,-88.09515381,-23.09943962,0,8.008430208,-64.37014008
0,0,1731,7.931953537,-17.67638779,-83.43965912,-2.894649982,-73.18560028,-23.10632515,0,8.006749813,-67.07769775
0,0,1732,7.929039804,-17.60087395,-83.62080383,-2.838557243,-58.27591705,-23.11294365,0,8.005159553,-69.7865448
0,0,1733,7.926288805,-17.53369141,-83.80008698,-2.780811548,-43.37182236,-23.11935425,0,8.003605857,-72.49668884
0,0,1734,7.923659382,-17.47334671,-83.97712708,-2.70885253,-28.46984291,-23.12560081,0,8.002068068,-75.20806885
0,0,1735,7.921240079,-17.41820526,-84.15200043,-2.613538742,-13.57431221,-23.13159752,0,8.000659867,-77.92070007
0,0,1736,7.919052681,-17.36828423,-84.32460022,-2.517825127,1.299476981,-23.13732529,0,7.999399192,-80.63459778
0,0,1737,7.916966386,-17.32247925,-84.49529266,-2.435802221,16.15538025,-23.14291763,0,7.998172809,-83.34976196
0,0,1738,7.915229954,-17.27812767,-84.66461945,-2.36073637,31.00781631,-23.14812851,0,7.997277857,-86.06613159
0,0,1739,7.913745009,-17.23278427,-84.83365631,-2.299717426,45.85907364,-23.15305901,0,7.996662309,-88.78374481
0,0,1740,7.912405542,-17.18059158,-85.00377655,-2.244000435,60.71360016,-23.15781784,0,7.996335088,-91.50260162
0,0,1741,7.91115915,-17.11599159,-85.17717743,-2.193685055,75.57067871,-23.16246033,0,7.996358871,-94.22270203
0,0,1742,7.910415789,-17.03276253,-85.35542297,-2.158195496,90.42941284,-23.1665802,0,7.997280637,-96.94403839
0,0,1743,7.909820769,-16.93235779,-85.53833771,-2.148427725,105.2926254,-23.17053604,0,7.998738181,-99.66667175
0,0,1744,7.909408493,-16.82320213,-85.72422028,-2.15986681,120.15979,-23.17429733,0,8.000613009,-102.3905792
0,0,1745,7.909306829,-16.7163105,-85.91088867,-2.165018797,135.0285797,-23.1777401,0,8.002808628,-105.1157837
0,0,1746,7.909471983,-16.6207428,-86.0970459,-2.178063631,149.9001923,-23.18091202,0,8.005077184,-107.8422318
0,0,1747,7.909774327,-16.53593445,-86.28173065,-2.172127247,164.7771454,-23.18394661,0,8.007286163,-110.5699539
0,0,1748,7.910385597,-16.46212959,-86.46444702,-2.145822048,179.6559143,-23.18667603,0,8.009587963,-113.298912
0,0,1749,7.911021672,-16.3975563,-86.64485168,-2.094687462,-165.4615173,-23.18938828,0,8.011727415,-116.0291519
0,0,1750,7.911926768,-16.34141541,-86.82301331,-1.980783343,-150.5764618,-23.19184303,0,8.013958288,-118.7606354
0,0,1751,7.91303643,-16.29252243,-86.99902344,-1.798814654,-135.6898346,-23.19410896,0,8.016236948,-121.4933395
0,0,1752,7.914600304,-16.24936485,-87.17315674,-1.682618499,-120.8029327,-23.19594193,0,8.018843947,-124.227356
0,0,1753,7.916320948,-16.20942497,-87.34619141,-1.569149137,-105.905159,-23.19764519,0,8.021539451,-126.9625854
0,0,1754,7.918265225,-16.16925621,-87.51922607,-1.493186951,-90.98725891,-23.19915771,0,8.024473481,-129.6990814
0,0,1755,7.920402721,-16.12459373,-87.69398499,-1.434980869,-76.02974701,-23.20051575,0,8.027722527,-132.4368439
0,0,1756,7.922756431,-16.06887817,-87.87245941,-1.399758697,-61.06653595,-23.20170212,0,8.0314794,-135.1759033
0,0,1757,7.925719373,-15.99695301,-88.05589294,-1.361902356,-46.10104752,-23.20232964,0,8.036281243,-137.9161835
0,0,1758,7.928728985,-15.9076128,-88.2436142,-1.332744122,-31.13504219,-23.20296669,0,8.04161894,-140.6577148
0,0,1759,7.932000901,-15.80670452,-88.43344116,-1.29752624,-16.17015457,-23.20340347,0,8.047580187,-143.4004974
0,0,1760,7.935447489,-15.70619774,-88.62353516,-1.278409481,-1.206778288,-23.20373344,0,8.05376996,-146.1444855
0,0,1761,7.939174611,-15.61401939,-88.81272888,-1.250981569,13.75669289,-23.20385361,0,8.060070955,-148.8897705
0,0,1762,7.943222876,-15.53313828,-89.00012207,-1.218871832,28.72046089,-23.20371437,0,8.066424376,-151.6362915
0,0,1763,7.947332384,-15.46316242,-89.18531799,-1.204148293,43.68434143,-23.20356369,0,8.072564181,-154.3840942
0,0,1764,7.951655225,-15.40296268,-89.36798859,-1.165998816,58.64633942,-23.20323753,0,8.078660818,-157.1331635
0,0,1765,7.956272913,-15.35125446,-89.54815674,-1.081904531,73.61047363,-23.20264244,0,8.084822441,-159.8835297
0,0,1766,7.960919828,-15.30766964,-89.72602844,-1.039267778,88.57759094,-23.20203209,0,8.090785526,-162.6352081
0,0,1767,7.96575378,-15.26977825,-89.9019165,-1.067094207,103.5439911,-23.20123672,0,8.096774828,-165.3881531
0,0,1768,7.970661736,-15.23548317,-90.07659912,-1.07552433,118.5139999,-23.20035744,0,8.102737474,-168.1424103
0,0,1769,7.975839652,-15.20161724,-90.25125122,-1.073549509,133.4825745,-23.19918633,0,8.108965341,-170.8979645
0,0,1770,7.981065777,-15.16267395,-90.42811584,-1.059998751,148.457428,-23.1979332,0,8.115409314,-173.6547852
0,0,1771,7.986459776,-15.11305618,-90.60987854,-1.065450668,163.4519043,-23.19646835,0,8.122371385,-176.4128723
0,0,1772,7.992005906,-15.04894352,-90.7982254,-1.073745012,178.4919739,-23.19480515,0,8.129971236,-179.1721344
0,0,1773,7.997675073,-14.96927452,-90.99127197,-1.074855089,-166.4551086,-23.19297218,0,8.13823644,178.0673218
0,0,1774,8.003442,-14.88005352,-91.18608093,-1.062316895,-151.4004822,-23.19099426,0,8.146969651,175.3055267
0,0,1775,8.008976232,-14.7893362,-91.38063812,-1.058706164,-136.3422089,-23.18920135,0,8.155585194,172.54245
0,0,1776,8.014607259,-14.70395184,-91.57359314,-1.0534935,-121.2828369,-23.18726349,0,8.164177845,169.7781219
0,0,1777,8.020197269,-14.62717628,-91.764328,-1.023984432,-106.2224121,-23.18531799,0,8.172482825,167.0124969
0,0,1778,8.025780112,-14.55993938,-91.95256042,-1.005433679,-91.15891266,-23.18333054,0,8.1804845,164.245575
0,0,1779,8.031137868,-14.50219536,-92.13800812,-0.981409848,-76.09465027,-23.18151855,0,8.187950783,161.4773712
0,0,1780,8.036493213,-14.45281792,-92.32085419,-0.962872446,-61.03071976,-23.17965889,0,8.195132348,158.7078705
0,0,1781,8.041904266,-14.41101456,-92.50122833,-0.950047135,-45.96703339,-23.17769432,0,8.202106416,155.9370422
0,0,1782,8.047137116,-14.37497807,-92.67974091,-1.023059726,-30.90458488,-23.17586517,0,8.208699245,153.1649628
0,0,1783,8.052369311,-14.34209156,-92.85727692,-1.099751592,-15.84115219,-23.17400169,0,8.215182806,150.3915863
0,0,1784,8.057496114,-14.30909252,-93.03543091,-1.254062176,-0.776521921,-23.17221642,0,8.221575183,147.6169281
0,0,1785,8.062696981,-14.27096748,-93.21700287,-1.42616272,14.29117584,-23.17033768,0,8.228250704,144.8409882
0,0,1786,8.06789006,-14.22222805,-93.40487671,-1.510712266,29.35714722,-23.16845512,0,8.23534869,142.0637817
0,0,1787,8.073159442,-14.15847778,-93.59914398,-1.551141143,44.42200851,-23.16649246,0,8.243143429,139.2852631
0,0,1788,8.078165784,-14.07910728,-93.79697418,-1.575765729,59.48967743,-23.16479683,0,8.251348255,136.5054474
0,0,1789,8.083115245,-13.98903465,-93.99571991,-1.594845295,74.5490036,-23.16316986,0,8.260001938,133.7243195
0,0,1790,8.088038508,-13.89600468,-94.1934967,-1.600217342,89.58796692,-23.16158867,0,8.268835981,130.9419098
0,0,1791,8.092974682,-13.80836868,-94.38948822,-1.594742894,104.6140289,-23.16002083,0,8.277536932,128.1581726
0,0,1792,8.097716202,-13.72925377,-94.58287048,-1.569241285,119.6287003,-23.15867615,0,8.285745923,125.3731232
0,0,1793,8.102523599,-13.66119576,-94.77357483,-1.546226859,134.6417542,-23.15729523,0,8.293589419,122.586647
0,0,1794,8.107295008,-13.60293198,-94.96150208,-1.535966039,149.654068,-23.15598106,0,8.300999795,119.798912
0,0,1795,8.111968618,-13.55422306,-95.14662933,-1.514484048,164.6687164,-23.1547966,0,8.307908188,117.0098419
0,0,1796,8.116391067,-13.51374912,-95.32942963,-1.50793457,179.687912,-23.15389633,0,8.314207645,114.2194595
0,0,1797,8.120862939,-13.48017693,-95.51047516,-1.495424509,-165.2896271,-23.1529808,0,8.320250404,111.4277649
0,0,1798,8.125530326,-13.45034218,-95.69081116,-1.503191233,-150.2635345,-23.15190506,0,8.326324506,108.6348038
0,0,1799,8.130205532,-13.42053318,-95.87242126,-1.461032391,-135.2332764,-23.15085793,0,8.332415358,105.8405151
0,0,1800,8.134811486,-13.38611698,-96.05862427,-1.410105467,-120.1986237,-23.1499176,0,8.338668469,103.04496
0,0,1801,8.139424733,-13.3424902,-96.2519455,-1.328327179,-105.1551514,-23.1490097,0,8.345389449,100.2481689
0,0,1802,8.144143072,-13.28655815,-96.4513855,-1.27156055,-90.10568237,-23.14804268,0,8.352842708,97.4500885
0,0,1803,8.148878411,-13.21807289,-96.65361786,-1.210304856,-75.04975128,-23.14711189,0,8.360977507,94.65080261
0,0,1804,8.153613226,-13.14070511,-96.85598755,-1.119669676,-59.98952484,-23.14624214,0,8.369621022,91.85024261
0,0,1805,8.158368143,-13.06153965,-97.05701447,-1.060785532,-44.92183685,-23.14542007,0,8.378451938,89.04837036
0,0,1806,8.162883404,-12.98657703,-97.25588226,-1.069856763,-29.85083008,-23.14491272,0,8.386899523,86.24520874
