Theta (deg),Phi (deg),Frequency (MHz),Gain (dBi),Return Loss (dB),Return Loss (deg),Return Loss Reference (dB),Return Loss Reference (deg),Insertion Loss (dB),Intertion Loss (deg),Absolute Gain (dBi),Insertion (deg)
0,0,400,-0.29,0,0,0,0,0,0,0,0
0,0,500,3.19,0,0,0,0,0,0,0,0
0,0,600,3.49,0,0,0,0,0,0,0,0
0,0,700,4.26,0,0,0,0,0,0,0,0
0,0,800,7.219528014,-16.01128197,-141.1032715,2.25405097,-146.8039703,-24.98921394,0,7.329721042,144.4538422
0,0,801,7.214304877,-16.13330078,-141.0453186,2.246097326,-143.7759094,-24.97777557,0,7.321407064,142.9372559
0,0,802,7.208508546,-16.24724197,-140.988739,2.251927376,-140.7367706,-24.96645164,0,7.312803775,141.4194641
0,0,803,7.202165758,-16.347229,-140.9344177,2.289146185,-137.6853638,-24.95523453,0,7.304059174,139.9004059
0,0,804,7.195284176,-16.43441963,-140.8831635,2.358988285,-134.6261902,-24.94413567,0,7.295128876,138.3801422
0,0,805,7.187888629,-16.51078415,-140.834549,2.44202733,-131.5615387,-24.93314934,0,7.285973245,136.8586578
0,0,806,7.180148906,-16.58149147,-140.7876282,2.537478685,-128.4920807,-24.92212486,0,7.276631813,135.3359222
0,0,807,7.171962043,-16.64917374,-140.7411499,2.637928486,-125.4238129,-24.91118431,0,7.266936541,133.8119507
0,0,808,7.163303278,-16.71830177,-140.6941986,2.741183758,-122.3507462,-24.90037155,0,7.25676175,132.2867279
0,0,809,7.154239402,-16.7926712,-140.6460724,2.83767724,-119.279541,-24.8896389,0,7.246094198,130.7602386
0,0,810,7.144697968,-16.87734985,-140.5962524,2.920763969,-116.2048111,-24.87907791,0,7.234760609,129.2325134
0,0,811,7.134854487,-16.97678947,-140.5444641,2.983502626,-113.1266098,-24.86853218,0,7.222857611,127.7034836
0,0,812,7.124670843,-17.09495354,-140.4907532,3.006124973,-110.0387192,-24.85805893,0,7.210288394,126.1732407
0,0,813,7.114072684,-17.23380661,-140.4351959,2.986788034,-106.9447937,-24.84775162,0,7.19697028,124.6417007
0,0,814,7.103090559,-17.37914848,-140.3781281,2.772689342,-103.8415375,-24.8375988,0,7.183234464,123.1089401
0,0,815,7.091884719,-17.5129776,-140.3200836,2.727083206,-100.7144623,-24.82745934,0,7.169574744,121.5749054
0,0,816,7.080422771,-17.62618446,-140.262146,2.756301165,-97.54602814,-24.81738472,0,7.156096311,120.0396347
0,0,817,7.068800115,-17.72107124,-140.205719,2.812558174,-94.33987427,-24.80729866,0,7.142824215,118.5030746
0,0,818,7.056909972,-17.80170441,-140.1523743,2.892715693,-91.11243439,-24.79732704,0,7.129560932,116.9652786
0,0,819,7.04489161,-17.87321281,-140.10289,2.987025499,-87.87715912,-24.7873497,0,7.116346321,115.4262619
0,0,820,7.032819449,-17.93935394,-140.0571442,3.085355043,-84.63098145,-24.77731133,0,7.103185384,113.8860016
0,0,821,7.020632507,-18.00443268,-140.013382,3.186370611,-81.37099457,-24.76728439,0,7.089943478,112.3444672
0,0,822,7.008269894,-18.07203865,-139.970108,3.282243967,-78.09945679,-24.75731087,0,7.076501811,110.8016968
0,0,823,6.995800443,-18.1462574,-139.9260559,3.3705585,-74.81510162,-24.74729538,0,7.062867245,109.2576675
0,0,824,6.983066012,-18.23036385,-139.8805389,3.446431637,-71.51659393,-24.73736954,0,7.048836689,107.7123871
0,0,825,6.970198375,-18.32706642,-139.8331604,3.50067687,-68.20576477,-24.72737503,0,7.03450997,106.1658401
0,0,826,6.95712522,-18.43665504,-139.7837219,3.515559196,-64.87991333,-24.71735764,0,7.019822674,104.6180038
0,0,827,6.943833363,-18.55206299,-139.7321167,3.50419879,-61.53676605,-24.707304,0,7.004875049,103.0688782
0,0,828,6.93036684,-18.66297531,-139.6784973,3.453343868,-58.15609741,-24.69714355,0,6.98985876,101.5184479
0,0,829,6.916777317,-18.76033974,-139.6234283,3.454667091,-54.72970963,-24.6867981,0,6.974941455,99.96671295
0,0,830,6.902921909,-18.84248924,-139.5674744,3.489523649,-51.28918839,-24.67638397,0,6.959988985,98.41370392
0,0,831,6.888927776,-18.9113636,-139.512085,3.537409782,-47.83198166,-24.66576385,0,6.945091137,96.85939026
0,0,832,6.874878818,-18.96985435,-139.4590302,3.601536512,-44.36301804,-24.65490913,0,6.930286029,95.30379486
0,0,833,6.860701735,-19.02177429,-139.4100647,3.6777668,-40.88247299,-24.64396477,0,6.915446329,93.74691772
0,0,834,6.846761915,-19.06989479,-139.3661194,3.761260986,-37.38854599,-24.63263702,0,6.900899502,92.18876648
0,0,835,6.832972705,-19.1180439,-139.3256378,3.843341827,-33.88179016,-24.62108421,0,6.886509703,90.62932587
0,0,836,6.819445815,-19.16884995,-139.2866669,3.91943717,-30.36105537,-24.60926628,0,6.872356351,89.06858826
0,0,837,6.806222386,-19.22562599,-139.2474823,3.984518766,-26.82723427,-24.59721375,0,6.858441567,87.50655365
0,0,838,6.793366445,-19.29094696,-139.2070618,4.033750534,-23.27669716,-24.58493423,0,6.844801454,85.94317627
0,0,839,6.781054551,-19.36606216,-139.1646881,4.069268227,-19.70644188,-24.57232285,0,6.831602441,84.37848663
0,0,840,6.769371712,-19.4503994,-139.1199646,4.078185558,-16.11394119,-24.55936623,0,6.818941895,82.81249237
0,0,841,6.758329234,-19.53943253,-139.0727386,4.093276024,-12.48725319,-24.54611206,0,6.806887898,81.24513245
0,0,842,6.747933525,-19.62506485,-139.0228882,4.134274006,-8.824214935,-24.53256226,0,6.795538892,79.67645264
0,0,843,6.738185955,-19.70030785,-138.9707031,4.185909748,-5.135824203,-24.51871109,0,6.784969227,78.10641479
0,0,844,6.729061192,-19.76306915,-138.9163971,4.257941246,-1.428873658,-24.50457954,0,6.775169669,76.5350647
0,0,845,6.720722731,-19.81467819,-138.8608398,4.333960533,2.293067932,-24.48999977,0,6.766283657,74.96240234
0,0,846,6.713049871,-19.85663414,-138.8055725,4.423352242,6.033625603,-24.47508812,0,6.758170482,73.3884201
0,0,847,6.706026817,-19.89175606,-138.7530975,4.511001587,9.791272163,-24.45985603,0,6.750782124,71.81313324
0,0,848,6.698851943,-19.91633415,-138.7066345,4.533554554,13.56453419,-24.44510078,0,6.743353384,70.23651886
0,0,849,6.691251963,-19.93253136,-138.6670227,4.505218029,17.35523033,-24.43109131,0,6.735586894,68.65859985
0,0,850,6.68348383,-19.94386101,-138.6318207,4.434161663,21.1636219,-24.4175663,0,6.727702663,67.0793457
0,0,851,6.675374869,-19.95466042,-138.5976715,4.318577766,24.98908043,-24.40469742,0,6.719483322,65.49872589
0,0,852,6.667072845,-19.96978378,-138.5628357,4.169739246,28.83460045,-24.39234924,0,6.711027189,63.91680145
0,0,853,6.658581996,-19.99427223,-138.5261536,4.027623653,32.71815491,-24.38053322,0,6.702287944,62.33354187
0,0,854,6.649755877,-20.02883148,-138.4866333,3.917233944,36.64801407,-24.36941147,0,6.693113678,60.74897385
0,0,855,6.640802812,-20.07096863,-138.4440002,3.847450733,40.60248184,-24.35879135,0,6.683739895,59.16299438
0,0,856,6.631650745,-20.11553001,-138.3981018,3.828965425,44.57435226,-24.3487606,0,6.674147367,57.57568741
0,0,857,6.622446965,-20.15693855,-138.348877,3.864031315,48.56277084,-24.33918762,0,6.66453836,55.98702621
0,0,858,6.613231946,-20.18997765,-138.2962799,3.983729124,52.56598663,-24.33004761,0,6.655002806,54.39700317
0,0,859,6.604135812,-20.21215248,-138.2406769,4.099468231,56.58415985,-24.32122612,0,6.645692914,52.8056221
0,0,860,6.595059801,-20.2224884,-138.1827087,4.141941547,60.61682892,-24.3128376,0,6.636517645,51.21291733
0,0,861,6.586295244,-20.22031403,-138.1242676,4.122045994,64.66545868,-24.30460167,0,6.627773949,49.61885834
0,0,862,6.577759772,-20.2062912,-138.0694275,4.072314739,68.72867584,-24.29659271,0,6.619373268,48.02344894
0,0,863,6.569555115,-20.1815052,-138.0285645,3.979163647,72.80757141,-24.28869629,0,6.611407937,46.42672348
0,0,864,6.561620874,-20.14778709,-138.0009155,3.841738462,76.90087128,-24.28096008,0,6.603801491,44.82864761
0,0,865,6.553801287,-20.10891342,-137.9763489,3.693825006,80.99345398,-24.27352715,0,6.596363022,43.22925949
0,0,866,6.546198081,-20.07001686,-137.9505157,3.578356743,85.06242371,-24.26628304,0,6.589144621,41.62856293
0,0,867,6.538796635,-20.03758812,-137.921875,3.495480776,89.15238953,-24.25922966,0,6.582066666,40.02655411
0,0,868,6.531485055,-20.01489067,-137.8896027,3.450797081,93.24567413,-24.2524662,0,6.574982958,38.4231987
0,0,869,6.524374603,-20.00265121,-137.8529663,3.448827744,97.34584045,-24.24586868,0,6.567995886,36.81851578
0,0,870,6.517530769,-19.99676132,-137.8118744,3.495816231,101.4549026,-24.2393589,0,6.56121155,35.21254349
0,0,871,6.510678168,-19.99148178,-137.7658539,3.623823643,105.5747223,-24.23320007,0,6.55441235,33.60521698
0,0,872,6.504136774,-19.98215103,-137.7146606,3.832335234,109.6932068,-24.22706223,0,6.547965496,31.99658203
0,0,873,6.497982963,-19.96386147,-137.6581116,3.892821074,113.8228226,-24.22085953,0,6.541997592,30.38666153
0,0,874,6.492075675,-19.93480873,-137.5959015,3.879686356,117.9596176,-24.21472359,0,6.536387244,28.77541542
0,0,875,6.486533246,-19.89311409,-137.5275574,3.824924707,122.1028671,-24.20852661,0,6.531274489,27.16285133
0,0,876,6.481432054,-19.83723831,-137.4520111,3.753520012,126.2516098,-24.20218277,0,6.526755685,25.54899788
0,0,877,6.476760737,-19.76674461,-137.3662415,3.698757172,130.4096832,-24.19569397,0,6.522830001,23.93389702
0,0,878,6.47240112,-19.68194199,-137.254837,3.65576601,134.5801697,-24.18916893,0,6.519383729,22.31751251
0,0,879,6.468486802,-19.58671379,-137.1054535,3.631182194,138.7589569,-24.1824646,0,6.516516761,20.69987488
0,0,880,6.464823313,-19.48880386,-136.9420471,3.627541542,142.948761,-24.17576599,0,6.513954604,19.08097076
0,0,881,6.46140725,-19.39878654,-136.7697754,3.645900488,147.140152,-24.16906548,0,6.51157349,17.46079636
0,0,882,6.458246055,-19.32308197,-136.5907288,3.682328463,151.3382568,-24.16233826,0,6.509299646,15.83937931
0,0,883,6.455336058,-19.26281929,-136.4043732,3.736842632,155.5122223,-24.15556908,0,6.507107275,14.21670341
0,0,884,6.45268503,-19.21434021,-136.2107697,3.827759027,159.6878357,-24.14873123,0,6.505040909,12.59277916
0,0,885,6.450296928,-19.17171669,-136.010376,3.911711216,163.8694458,-24.14180183,0,6.503172336,10.96757698
0,0,886,6.448169986,-19.1295929,-135.8029785,3.935886383,168.06427,-24.13476372,0,6.501563928,9.341097832
0,0,887,6.446277645,-19.08230019,-135.5884094,3.926120281,172.2712708,-24.12762451,0,6.500259848,7.713353157
0,0,888,6.44459525,-19.02534676,-135.3665009,3.929251909,176.4903717,-24.12038994,0,6.499294545,6.084318161
0,0,889,6.442970356,-18.95592308,-135.1371155,3.941366911,-179.2798615,-24.11319351,0,6.498556732,4.454041481
0,0,890,6.441603377,-18.87127304,-134.9000549,3.985558271,-175.0387726,-24.10581589,0,6.498291007,2.822486877
0,0,891,6.440319146,-18.77028656,-134.6548462,4.059765816,-170.7848663,-24.09841728,0,6.498349328,1.189685702
0,0,892,6.43904617,-18.65223503,-134.401123,4.157024384,-166.5175476,-24.09107018,0,6.498686413,-0.444335461
0,0,893,6.437873342,-18.52072144,-134.1378326,4.280652523,-162.23703,-24.08369064,0,6.499360283,-2.079617977
0,0,894,6.436738873,-18.38645744,-133.8613129,4.422368526,-157.9441376,-24.07634544,0,6.500170564,-3.716125011
0,0,895,6.4354837,-18.2635994,-133.5671844,4.544227123,-153.6274414,-24.06919861,0,6.500749183,-5.353867531
0,0,896,6.434072738,-18.15898705,-133.2517242,4.621507645,-149.2639313,-24.06229019,0,6.500941728,-6.992812634
0,0,897,6.43267308,-18.07158089,-132.9178619,4.649566174,-144.8696442,-24.05545807,0,6.500912246,-8.632966995
0,0,898,6.431270621,-17.99821663,-132.5719757,4.627885818,-140.4597015,-24.04872131,0,6.500681665,-10.2743578
0,0,899,6.429563246,-17.93147278,-132.2162323,4.534848213,-136.0382385,-24.04238701,0,6.500058033,-11.91696739
0,0,900,6.427805787,-17.865839,-131.8522034,4.426340103,-131.6013489,-24.03620529,0,6.499382929,-13.56079006
0,0,901,6.426058632,-17.79477501,-131.4810333,4.355173111,-127.152916,-24.03012276,0,6.49882658,-15.20584488
0,0,902,6.424271967,-17.71310234,-131.1027527,4.326826096,-122.6934052,-24.02420425,0,6.498433186,-16.8521347
0,0,903,6.422542953,-17.6154232,-130.7176514,4.336440563,-118.221405,-24.01836967,0,6.498405883,-18.49966049
0,0,904,6.420728422,-17.49795532,-130.3260345,4.378167629,-113.7370377,-24.01277924,0,6.498690073,-20.14839363
0,0,905,6.419053326,-17.35792923,-129.9279633,4.471604347,-109.2404099,-24.00722504,0,6.499593427,-21.7983551
0,0,906,6.417382128,-17.19492149,-129.5238342,4.60608387,-104.7301712,-24.00185966,0,6.501032518,-23.44956207
0,0,907,6.415749045,-17.02482605,-129.1132355,4.933862686,-100.2012711,-23.99666595,0,6.502774381,-25.10198593
0,0,908,6.414108184,-16.86715889,-128.6961365,5.07897377,-95.63806915,-23.99170685,0,6.504384624,-26.75561523
0,0,909,6.41244417,-16.73255348,-128.272522,5.127902508,-91.04701233,-23.98701477,0,6.505593147,-28.41043282
0,0,910,6.410754981,-16.61956596,-127.8423309,5.126833439,-86.43570709,-23.9826088,0,6.506386381,-30.06647301
0,0,911,6.409122738,-16.52480316,-127.4034653,5.083963871,-81.80905151,-23.97842216,0,6.506887663,-31.72369766
0,0,912,6.407634262,-16.44284248,-126.9429626,5.002124786,-77.17250824,-23.97437668,0,6.507283272,-33.38213348
0,0,913,6.406094308,-16.36841583,-126.4309006,4.927248478,-72.52265167,-23.97067451,0,6.507486019,-35.04177094
0,0,914,6.40468338,-16.29475975,-125.9064484,4.865101337,-67.85890961,-23.96714211,0,6.50783011,-36.70258713
0,0,915,6.403524759,-16.2158699,-125.3755798,4.826282024,-63.18517685,-23.9636631,0,6.508585331,-38.36460495
0,0,916,6.402612028,-16.12599754,-124.8380585,4.797080994,-58.49727249,-23.96025085,0,6.509896717,-40.02783966
0,0,917,6.402034137,-16.020998,-124.2945633,4.791044235,-53.79698563,-23.95682335,0,6.511977773,-41.69231033
0,0,918,6.401674041,-15.89839649,-123.7455139,4.807589054,-49.08108521,-23.95350456,0,6.51480697,-43.35802078
0,0,919,6.40160734,-15.75894356,-123.1906967,4.851428986,-44.35534286,-23.95022583,0,6.518482061,-45.02497864
0,0,920,6.401808542,-15.61069775,-122.6306534,4.908061028,-39.56917191,-23.94701958,0,6.522798688,-46.69318771
0,0,921,6.402143936,-15.46569252,-122.0652924,4.963404179,-34.75170135,-23.94402313,0,6.527301736,-48.3625946
0,0,922,6.402531404,-15.33438206,-121.4949646,4.898209572,-29.91955566,-23.94130898,0,6.53158883,-50.03328323
0,0,923,6.403017119,-15.22001743,-120.9197159,4.721844196,-25.07256317,-23.93881798,0,6.535571296,-51.70517349
0,0,924,6.403483221,-15.12192822,-120.340477,4.620426178,-20.21817589,-23.93665504,0,6.539113088,-53.37827301
0,0,925,6.403930108,-15.03766441,-119.7569275,4.553940296,-15.35074234,-23.93480682,0,6.542259989,-55.05259323
0,0,926,6.4043906,-14.96378803,-119.1713104,4.513467789,-10.47659111,-23.93322754,0,6.545132563,-56.72810745
0,0,927,6.404645751,-14.89649487,-118.5888443,4.483982086,-5.595234871,-23.93212318,0,6.547622042,-58.40481949
0,0,928,6.404970613,-14.8304882,-118.0313644,4.473244667,-0.707491457,-23.93120575,0,6.550173553,-60.08271408
0,0,929,6.405258772,-14.76067638,-117.4886932,4.474635124,4.190861225,-23.9305687,0,6.552855113,-61.76185608
0,0,930,6.405510625,-14.6818552,-116.9461823,4.48493433,9.091306686,-23.93019867,0,6.555857515,-63.44224548
0,0,931,6.405698951,-14.59015083,-116.4009857,4.510066032,13.99508286,-23.93011093,0,6.559311688,-65.12387085
0,0,932,6.40588062,-14.48423195,-115.8520813,4.540444851,18.89888573,-23.93024063,0,6.563355419,-66.80677032
0,0,933,6.405926572,-14.36464691,-115.299469,4.587427139,23.80462456,-23.93070984,0,6.567880754,-68.49093628
0,0,934,6.405951892,-14.2370615,-114.7429047,4.612882614,28.71902657,-23.93139648,0,6.572828426,-70.17633057
0,0,935,6.405919075,-14.11069775,-114.1822281,4.582593441,33.63892746,-23.93233109,0,6.577821219,-71.86303711
0,0,936,6.405725764,-13.9939537,-113.6176987,4.512643337,38.56534958,-23.93360901,0,6.58240809,-73.55098724
0,0,937,6.405422194,-13.89059639,-113.0495453,4.38139677,43.49534607,-23.93517303,0,6.586449717,-75.24019623
0,0,938,6.404671405,-13.80048466,-112.4780731,4.259976864,48.42002487,-23.93735313,0,6.589576248,-76.93064117
0,0,939,6.40374679,-13.7232008,-111.9039764,4.165987492,53.34342957,-23.93986893,0,6.592044528,-78.62234497
0,0,940,6.402673786,-13.65619564,-111.3285522,4.115857601,58.26803589,-23.94268799,0,6.59396463,-80.31528473
0,0,941,6.401359714,-13.59652138,-110.7536545,4.075307369,63.19792175,-23.94589996,0,6.595357127,-82.00947571
0,0,942,6.399910823,-13.54051304,-110.1831818,4.059846878,68.13399506,-23.94941139,0,6.596484156,-83.70488739
0,0,943,6.398359112,-13.48368263,-109.6219254,4.059499264,73.07761383,-23.95320702,0,6.597581945,-85.40155792
0,0,944,6.3966374,-13.42135239,-109.0683899,4.097112179,78.03249359,-23.95737076,0,6.598808185,-87.09947205
0,0,945,6.394916923,-13.35037327,-108.5180664,4.154445171,82.99997711,-23.96174812,0,6.600499141,-88.79864502
0,0,946,6.393176278,-13.26795101,-107.9675827,4.201731205,87.97702026,-23.96637726,0,6.602793972,-90.49911499
0,0,947,6.391897597,-13.17470741,-107.4154053,4.207414627,92.96717072,-23.97079277,0,6.606178549,-92.20083618
0,0,948,6.390576918,-13.0743742,-106.860672,4.159814835,97.97083282,-23.97551537,0,6.609994581,-93.90385437
0,0,949,6.38949038,-12.9727478,-106.3031464,4.029765129,102.9900513,-23.98028564,0,6.614239779,-95.60817719
0,0,950,6.388538376,-12.8754406,-105.7426224,3.832069159,108.0349579,-23.98521996,0,6.618517528,-97.31381989
0,0,951,6.387752182,-12.78692436,-105.1790924,3.588668823,113.1067581,-23.99028969,0,6.622597124,-99.02072906
0,0,952,6.386853085,-12.70937061,-104.6125717,3.422100782,118.1989212,-23.99571991,0,6.626048092,-100.7289276
0,0,953,6.386061374,-12.64265251,-104.0435333,3.306105375,123.3119583,-24.00122261,0,6.629064905,-102.4384003
0,0,954,6.38568698,-12.58611298,-103.4725571,3.23256278,128.4369507,-24.00642014,0,6.631966792,-104.1491241
0,0,955,6.385362728,-12.53743744,-102.9007568,3.172255278,133.5753326,-24.01161194,0,6.634499515,-105.861084
0,0,956,6.384689018,-12.49357986,-102.3304443,3.145688772,138.7250214,-24.0171299,0,6.636429196,-107.5742493
0,0,957,6.38328723,-12.45095921,-101.7649155,3.153310061,143.8860321,-24.02328491,0,6.637584208,-109.2886429
0,0,958,6.381757212,-12.40536022,-101.2070618,3.152123213,149.0589294,-24.02940941,0,6.638819279,-111.0042953
0,0,959,6.379935876,-12.35332394,-100.6555862,3.12219286,154.24646,-24.03559875,0,6.640191249,-112.721138
0,0,960,6.377936697,-12.29209328,-100.1066818,3.023240328,159.449295,-24.04167175,0,6.642002006,-114.4392242
0,0,961,6.375832217,-12.22108555,-99.55796051,2.865983725,164.672821,-24.04751205,0,6.644387901,-116.1585541
0,0,962,6.373681927,-12.14171124,-99.00785065,2.655702114,169.9299469,-24.05311203,0,6.647350394,-117.8791504
0,0,963,6.371429995,-12.05853939,-98.45561981,2.482465982,175.2136078,-24.05860329,0,6.650563718,-119.6009979
0,0,964,6.36933721,-11.97647381,-97.90086365,2.356826067,-179.4833374,-24.06380081,0,6.653974007,-121.3241043
0,0,965,6.367401149,-11.89987087,-97.34337616,2.271849871,-174.1650085,-24.06878281,0,6.657275872,-123.0484772
0,0,966,6.365728104,-11.83186817,-96.78321075,2.214425325,-168.8341675,-24.07351875,0,6.660336167,-124.7741394
0,0,967,6.364256523,-11.77341747,-96.22052765,2.174665213,-163.490097,-24.07814598,0,6.662996927,-126.5009918
0,0,968,6.363115587,-11.72392941,-95.65576172,2.154433489,-158.1326904,-24.08261108,0,6.665401568,-128.2290649
0,0,969,6.36239824,-11.68269062,-95.08979797,2.1382761,-152.7627106,-24.0868969,0,6.667672041,-129.9583588
0,0,970,6.362109686,-11.64728451,-94.52386475,2.082747221,-147.3809509,-24.09107399,0,6.669973115,-131.6888733
0,0,971,6.362540639,-11.61502457,-93.9597702,1.992110133,-141.9871979,-24.09490776,0,6.672783398,-133.4205627
0,0,972,6.363531231,-11.58211803,-93.39995575,1.859873414,-136.5825043,-24.09853554,0,6.676220643,-135.1534271
0,0,973,6.365291024,-11.54483795,-92.84561157,1.681523323,-131.1654816,-24.10170555,0,6.680776449,-136.8875427
0,0,974,6.367772091,-11.50072479,-92.29528046,1.377941847,-125.7367325,-24.10442352,0,6.686599524,-138.6228485
0,0,975,6.37096465,-11.44797707,-91.74661255,1.205596566,-120.2930298,-24.10665703,0,6.693836504,-140.3593903
0,0,976,6.374898976,-11.38738632,-91.19776154,1.08524394,-114.9208679,-24.10833359,0,6.702482386,-142.097168
0,0,977,6.37952714,-11.3210516,-90.6476059,1.010210991,-109.5355148,-24.10945892,0,6.712350698,-143.8361816
0,0,978,6.384812657,-11.25332546,-90.09549713,0.976650298,-104.1419601,-24.11002731,0,6.723076181,-145.5764313
0,0,979,6.390541661,-11.18808651,-89.54094696,0.988502741,-98.74371338,-24.11021042,0,6.734132804,-147.3178711
0,0,980,6.396687204,-11.12834167,-88.98387146,0.993583918,-93.33803558,-24.10999298,0,6.745233867,-149.0605469
0,0,981,6.403188342,-11.07647228,-88.42424774,0.973579466,-87.92440033,-24.10941124,0,6.75609761,-150.8044281
0,0,982,6.41020482,-11.03308868,-87.86225128,0.920552671,-82.50310516,-24.10835075,0,6.766806625,-152.54953
0,0,983,6.417736502,-10.99769783,-87.29833221,0.833279252,-77.07437134,-24.10687447,0,6.777380348,-154.2957916
0,0,984,6.42578325,-10.96900654,-86.73316956,0.709755182,-71.63928986,-24.10504532,0,6.787913115,-156.0432434
0,0,985,6.434440295,-10.94480991,-86.16803741,0.56853646,-66.2015152,-24.10283089,0,6.798680649,-157.7918396
0,0,986,6.443938291,-10.92205811,-85.60475922,0.407408208,-60.75359726,-24.10006332,0,6.810174811,-159.541626
0,0,987,6.454328597,-10.89709187,-85.04542542,0.285432249,-55.29791641,-24.09675407,0,6.822768704,-161.2925568
0,0,988,6.46572552,-10.86689663,-84.49134064,0.179791763,-49.82846451,-24.09285164,0,6.836849228,-163.0447083
0,0,989,6.478186141,-10.8292799,-83.94130707,0.101296261,-44.30747986,-24.08836174,0,6.852681593,-164.7980194
0,0,990,6.491687435,-10.78355503,-83.3932724,0.049284946,-38.78430557,-24.08337021,0,6.870324499,-166.552536
0,0,991,6.506382787,-10.73097515,-82.84538269,0.03529571,-33.24633408,-24.0777626,0,6.889841554,-168.3082581
0,0,992,6.522047843,-10.67430019,-82.2964859,0.078103982,-27.70751953,-24.07170677,0,6.910775751,-170.0651703
0,0,993,6.538747189,-10.61770153,-81.74564362,0.119721621,-22.17183495,-24.06505775,0,6.932812731,-171.8233032
0,0,994,6.556224979,-10.56458378,-81.19281769,0.087691605,-16.63932228,-24.05799103,0,6.955369643,-173.5826569
0,0,995,6.574376048,-10.51736832,-80.63774109,-0.00915031,-11.10651398,-24.05053139,0,6.978092981,-175.3432312
0,0,996,6.593209669,-10.47756672,-80.08046722,-0.142486826,-5.57366848,-24.04258919,0,7.000823525,-177.1050415
0,0,997,6.612490978,-10.44564819,-79.52116394,-0.24361375,-0.03941711,-24.03431892,0,7.023258401,-178.868042
0,0,998,6.631956497,-10.42084408,-78.96030426,-0.319972873,5.49899292,-24.0259037,0,7.045192231,179.3677673
0,0,999,6.651861549,-10.40148258,-78.39884186,-0.365264684,11.0406456,-24.01700783,0,7.067034791,177.6023865
0,0,1000,6.672022767,-10.38493824,-77.83792877,-0.395505458,16.58625603,-24.0077343,0,7.088859151,175.8358154
0,0,1001,6.692475471,-10.36797237,-77.27924347,-0.396975875,22.13360023,-23.99798584,0,7.111024628,174.0681
0,0,1002,6.713202756,-10.34741592,-76.72423553,-0.373169035,27.68033409,-23.98779106,0,7.133837068,172.2991943
0,0,1003,6.734385427,-10.32093048,-76.17338562,-0.324732482,33.23652267,-23.97699928,0,7.157722385,170.5291138
0,0,1004,6.755895297,-10.28697205,-75.6253891,-0.263945162,38.78726959,-23.96576881,0,7.182724157,168.7578583
0,0,1005,6.77774723,-10.24552822,-75.07872772,-0.189006105,44.31596756,-23.95411491,0,7.208878724,166.9853668
0,0,1006,6.800053365,-10.1987896,-74.53192139,-0.141291618,49.83837509,-23.94195557,0,7.23609191,165.2116699
0,0,1007,6.822790418,-10.14998531,-73.98403168,-0.147847295,55.35997772,-23.92934418,0,7.264015585,163.4367218
0,0,1008,6.845740557,-10.10274029,-73.43450928,-0.239176586,60.88555527,-23.9165287,0,7.292048473,161.660553
0,0,1009,6.868853796,-10.0599432,-72.88301086,-0.520164728,66.41614532,-23.90358925,0,7.319819132,159.8831024
0,0,1010,6.892135462,-10.02406502,-72.32952118,-0.614085555,71.95437622,-23.89055061,0,7.34704469,158.1044464
0,0,1011,6.915645766,-9.995837212,-71.77405548,-0.639206469,77.49688721,-23.87737274,0,7.37368345,156.3245544
0,0,1012,6.939263906,-9.975039482,-71.21687317,-0.617944717,83.04478455,-23.86415672,0,7.399621079,154.543457
0,0,1013,6.963032685,-9.960787773,-70.65844727,-0.566677094,88.59777069,-23.85083008,0,7.42498644,152.7611542
0,0,1014,6.986939591,-9.950860023,-70.09963989,-0.458188772,94.15802002,-23.83737564,0,7.450008974,150.9777069
0,0,1015,7.010974019,-9.942647934,-69.54155731,-0.272629142,99.72097015,-23.82377434,0,7.47496838,149.1930542
0,0,1016,7.035169233,-9.932805061,-68.98577118,-0.009490491,105.2907867,-23.80996323,0,7.500274826,147.4072418
0,0,1017,7.05949365,-9.918446541,-68.43341064,0.162737057,110.8686218,-23.79594421,0,7.526225313,145.6202393
0,0,1018,7.083978626,-9.897590637,-67.88471985,0.272755265,116.3769836,-23.78165627,0,7.55308286,143.832016
0,0,1019,7.108628815,-9.869409561,-67.33879089,0.332045138,121.8837433,-23.76706505,0,7.580959165,142.0426331
0,0,1020,7.133292468,-9.835232735,-66.79400635,0.350557864,127.3951721,-23.75229263,0,7.609566765,140.2520142
0,0,1021,7.157932605,-9.797050476,-66.24908447,0.307821125,132.9108276,-23.73736382,0,7.638654224,138.4601746
0,0,1022,7.182395289,-9.758356094,-65.7032547,0.216003388,138.4295044,-23.72249031,0,7.667668662,136.667099
0,0,1023,7.206984675,-9.722385406,-65.15596771,0.086588532,143.9520874,-23.70744324,0,7.69653027,134.872818
0,0,1024,7.231566226,-9.69186306,-64.60691071,0.008965027,149.4769897,-23.6924324,0,7.724768138,133.077301
0,0,1025,7.256129384,-9.667936325,-64.0561142,-0.021659805,155.0043182,-23.67754364,0,7.752217709,131.2805328
0,0,1026,7.280789475,-9.651804924,-63.50352859,-0.030814987,160.5340424,-23.66273689,0,7.778833903,129.4825745
0,0,1027,7.30555692,-9.642677307,-62.9495697,-0.013436567,166.0674896,-23.64807701,0,7.804711785,127.6833954
0,0,1028,7.330583287,-9.639098167,-62.39485168,0.031980377,171.6045532,-23.6334877,0,7.830174293,125.8829651
