Theta (deg),Phi (deg),Frequency (MHz),Gain (dBi),Return Loss (dB),Return Loss (deg),Absolute Gain (dBi)
-166,0,2605,-11.27481237,-10.55842965,0,-10.87507483
-166,0,2620,-17.47632224,-9.84031526,0,-17.00063665
-166,0,2635,-11.2141581,-9.379095959,0,-10.68177797
-166,0,2650,-11.0289912,-8.489710906,0,-10.36594494
-166,0,2665,-10.76436471,-7.185412169,0,-9.842844936
-166,0,2680,-10.47427916,-7.078468697,0,-9.527090559
-166,0,2695,-8.585687542,-7.054163742,0,-7.632554929
-166,0,2710,-8.189224013,-6.519189794,0,-7.094076419
-166,0,2725,-7.947066857,-7.056960491,0,-6.994620327
-166,0,2740,-8.782651314,-8.186974891,0,-8.067578979
-166,0,2755,-6.544932436,-8.418389109,0,-5.870008799
-166,0,2770,-7.569300955,-8.997432463,0,-6.984579304
-166,0,2785,-7.429698077,-9.439931701,0,-6.905189416
-166,0,2800,-5.984899317,-8.713850997,0,-5.357736892
-166,0,2815,-6.463507933,-7.525095844,0,-5.618544036
-166,0,2830,-6.135892287,-7.185327238,0,-5.214352438
-166,0,2845,-6.102081937,-6.927865259,0,-5.117384562
-166,0,2860,-5.766110019,-6.93699259,0,-4.783732466
-166,0,2875,-6.628165319,-7.355373229,0,-5.745867325
-166,0,2890,-6.127982714,-7.805038251,0,-5.340860148
-166,0,2905,-6.564723932,-9.288124779,0,-6.020338071
-166,0,2920,-6.190745556,-9.715996859,0,-5.700437046
-166,0,2935,-5.7721323,-7.876182525,0,-4.999008698
-166,0,2950,-4.630928629,-7.303474321,0,-3.736853573
-166,0,2965,-3.855600782,-7.463214963,0,-2.997230516
-166,0,2980,-3.657724067,-6.12890477,0,-2.443846319
-166,0,2995,-2.799534958,-6.668741185,0,-1.746346878
-166,0,3010,-2.39229895,-8.598409372,0,-1.746923218
-166,0,3025,-3.257555423,-9.781252813,0,-2.774980943
-166,0,3040,-5.65359514,-9.434075434,0,-5.128334148
-166,0,3055,-6.993682517,-8.705952854,0,-6.365291769
-166,0,3070,-6.218412284,-7.385815279,0,-5.342942449
-166,0,3085,-5.847511812,-6.49115606,0,-4.744290328
-166,0,3100,-6.665355952,-7.038154483,0,-5.708285431
-166,0,3115,-7.296720745,-9.95721783,0,-6.834366145
-166,0,3130,-10.33340475,-12.70553403,0,-10.09399241
-166,0,3145,-6.53230721,-9.588923257,0,-6.026559408
-166,0,3160,-6.104773662,-8.025301499,0,-5.360118797
-166,0,3175,-6.948093127,-7.129243709,0,-6.013189421
-166,0,3190,-4.117617389,-7.509002854,0,-3.269189302
-166,0,3205,-4.172024899,-10.46117873,0,-3.762795082
-166,0,3220,-5.550231993,-15.31027547,0,-5.420445369
-166,0,3235,-4.283462379,-11.55743591,0,-3.968924691
-166,0,3250,-3.158375622,-9.123392119,0,-2.591509985
-166,0,3265,-4.038507915,-7.993366919,0,-3.287853839
-166,0,3280,-3.882042842,-8.607370123,0,-3.238101019
-166,0,3295,-3.461216679,-13.2977994,0,-3.253069679
-166,0,3310,-4.39090297,-15.84390706,0,-4.276322652
-166,0,3325,-5.708521252,-9.625502322,0,-5.207269824
-166,0,3340,-7.190787443,-8.219038129,0,-6.481428963
-166,0,3355,-5.776620435,-9.247383595,0,-5.22676477
-166,0,3370,-6.207521916,-8.961545587,0,-5.617603657
-166,0,3385,-4.064813896,-10.94973636,0,-3.701004276
-166,0,3400,-4.391345625,-12.70785444,0,-4.152064754
-166,0,3415,-4.22767972,-8.877915718,0,-3.62545872
-166,0,3430,-4.079848638,-7.055548581,0,-3.127055815
-166,0,3445,-5.3856545,-8.063016958,0,-4.648017732
-166,0,3460,-6.523145198,-8.010433587,0,-5.775703774
-166,0,3475,-8.227324006,-7.559923746,0,-7.389804028
-166,0,3490,-9.160128664,-7.812726859,0,-8.374532243
-166,0,3505,-15.50491888,-8.923853575,0,-14.9094894
-166,0,3520,-9.41587051,-8.999245714,0,-8.831410125
-166,0,3535,-6.946511875,-9.937563255,0,-6.481943818
-166,0,3550,-5.180128528,-12.73087535,0,-4.942147975
-166,0,3565,-6.202670298,-12.83925921,0,-5.970714869
-166,0,3580,-6.452649325,-13.85451218,0,-6.270079239
-166,0,3595,-8.731124838,-14.45209203,0,-8.572458696
-166,0,3610,-12.89369074,-14.71237879,0,-12.74441514
-166,0,3625,-13.41105276,-15.14927222,0,-13.2762875
-166,0,3640,-13.61715779,-14.50820437,0,-13.46056565
-166,0,3655,-11.32334104,-16.35475208,0,-11.22162606
-166,0,3670,-11.21084402,-17.12166283,0,-11.12575658
-166,0,3685,-9.196627987,-14.4486689,0,-9.037834418
-166,0,3700,-11.03253516,-16.76384884,0,-10.94006218
-166,0,3715,-8.346738408,-16.64622876,0,-8.251698775
-166,0,3730,-9.702124473,-14.00752786,0,-9.526004849
-166,0,3745,-6.078607215,-14.80534636,0,-5.932546903
-166,0,3760,-11.92828834,-15.07884924,0,-11.79128487
-166,0,3775,-6.773830754,-14.6761623,0,-6.623283196
-166,0,3790,-9.719758961,-14.07751456,0,-9.546511682
-166,0,3805,-8.89308316,-14.60633811,0,-8.7400521
-166,0,3820,-7.716809066,-15.00289173,0,-7.577349125
-166,0,3835,-7.70047592,-14.10502263,0,-7.528344483
-166,0,3850,-5.431605307,-13.86496632,0,-5.249483501
-166,0,3865,-5.160741822,-13.783361,0,-4.975090647
-166,0,3880,-8.006396584,-13.45656299,0,-7.805896552
-166,0,3895,-5.444079732,-13.77297248,0,-5.257974275
-166,0,3910,-6.359127381,-12.29058502,0,-6.094967502
-166,0,3925,-5.204668054,-13.53853699,0,-5.008003203
-166,0,3940,-5.494033035,-15.18382456,0,-5.360352324
-166,0,3955,-6.771335155,-12.85549147,0,-6.540268502
-166,0,3970,-5.055718888,-13.81196232,0,-4.871312581
-166,0,3985,-4.168650875,-15.64325894,0,-4.04857707
-166,0,4000,-5.237199093,-13.69937694,0,-5.047842671
-165,0,1000,-18.51460039,-1.088583692,0,-11.97244687
-165,0,1015,-19.53537753,-0.927093087,0,-12.37346432
-165,0,1030,-17.76132088,-1.387803412,0,-12.1313181
-165,0,1045,-23.05813682,-3.000857786,0,-20.03837412
-165,0,1060,-15.30460022,-7.135183714,0,-14.37112207
-165,0,1075,-14.13803804,-3.458459331,0,-11.5339461
-165,0,1090,-14.92924973,-1.638647804,0,-9.902670195
-165,0,1105,-18.49837555,-1.529390459,0,-13.22343877
-165,0,1120,-20.60652781,-2.428442458,0,-16.92417457
-165,0,1135,-20.18437175,-5.961949831,0,-18.91525702
-165,0,1150,-15.93987608,-6.011326825,0,-14.68739327
-165,0,1165,-13.40101461,-2.605333219,0,-9.94406595
-165,0,1180,-12.58483133,-1.605022838,0,-7.483976252
-165,0,1195,-14.35848305,-1.451877006,0,-8.894204766
-165,0,1210,-16.84988909,-2.112016775,0,-12.7057228
-165,0,1225,-19.06959101,-4.733696258,0,-17.28979804
-165,0,1240,-10.59569837,-6.630482422,0,-9.531951415
-165,0,1255,-10.49937955,-3.069601573,0,-7.547582362
-165,0,1270,-12.09290151,-1.785114776,0,-7.369692432
-165,0,1285,-11.22685551,-1.626034991,0,-6.172630921
-165,0,1300,-9.773378605,-2.044204232,0,-5.518694011
-165,0,1315,-8.356550985,-4.484826764,0,-6.445037441
-165,0,1330,-8.175963238,-8.809300845,0,-7.563443147
-165,0,1345,-13.15691406,-5.043671447,0,-11.52607808
-165,0,1360,-18.09261629,-2.486759846,0,-14.48690015
-165,0,1375,-11.8707306,-1.77776507,0,-7.133028089
-165,0,1390,-10.6489318,-2.229906817,0,-6.686604595
-165,0,1405,-11.00978555,-5.033148317,0,-9.374145292
-165,0,1420,-9.502799426,-12.609197,0,-9.25786271
-165,0,1435,-9.588742343,-6.556096139,0,-8.504122275
-165,0,1450,-8.624921972,-3.768229576,0,-6.259725008
-165,0,1465,-5.903567158,-2.786094128,0,-2.656853591
-165,0,1480,-4.21721297,-3.007253824,0,-1.203864743
-165,0,1495,-2.661959656,-4.759990731,0,-0.895425265
-165,0,1510,-2.582065213,-11.71204197,0,-2.278921086
-165,0,1525,-4.54026984,-8.817251371,0,-3.928952734
-165,0,1540,-11.99790779,-3.862606311,0,-9.699775508
-165,0,1555,-5.084611071,-2.293418421,0,-1.215237722
-165,0,1570,-3.136874651,-2.90248875,0,-0.016018856
-165,0,1585,-2.558802962,-6.68506573,0,-1.510084253
-165,0,1600,-2.683097455,-18.13823403,0,-2.615905672
-165,0,1615,-4.09243259,-10.9504523,0,-3.728685522
-165,0,1630,-6.310633761,-6.506502771,0,-5.211840539
-165,0,1645,-5.819825244,-4.214674445,0,-3.751392036
-165,0,1660,-1.072133892,-6.58261361,0,0.004992679
-165,0,1675,-6.098705359,-7.911078809,0,-5.332348681
-165,0,1690,-3.481172314,-5.8316993,0,-2.166947003
-165,0,1705,-5.173477969,-6.315782621,0,-4.018188673
-165,0,1720,-5.413335608,-7.367965677,0,-4.533869211
-165,0,1735,-5.563027975,-8.176242732,0,-4.846031975
-165,0,1750,-6.142799848,-7.97677028,0,-5.389007172
-165,0,1765,-6.191900081,-8.247062661,0,-5.487495216
-165,0,1780,-7.71089217,-8.939010368,0,-7.117685465
-165,0,1795,-7.776407135,-8.871411047,0,-7.173217792
-165,0,1810,-10.33275959,-9.010028565,0,-9.7498503
-165,0,1825,-10.59115079,-9.723955729,0,-10.10179253
-165,0,1840,-16.28646264,-10.11814999,0,-15.84181928
-165,0,1855,-15.60293257,-10.26484637,0,-15.1738123
-165,0,1870,-14.88965592,-10.81090758,0,-14.51350207
-165,0,1885,-10.0596031,-11.44507352,0,-9.736507074
-165,0,1900,-8.93677925,-11.8170387,0,-8.641128404
-165,0,1915,-7.031006726,-11.97337123,0,-6.746159695
-165,0,1930,-6.157394078,-12.67865506,0,-5.916453391
-165,0,1945,-5.72989932,-13.3589405,0,-5.524731972
-165,0,1960,-5.042684819,-13.63501562,0,-4.850437787
-165,0,1975,-4.068107975,-14.36811375,0,-3.906285463
-165,0,1990,-3.611667438,-15.20741313,0,-3.478722039
-165,0,2005,-2.724071854,-15.12363075,0,-2.588495985
-165,0,2020,-2.083064373,-15.74708178,0,-1.965865647
-165,0,2035,-2.011997589,-16.02109243,0,-1.902056374
-165,0,2050,-1.461629857,-15.46249663,0,-1.33637858
-165,0,2065,-1.720131636,-16.06554928,0,-1.611324246
-165,0,2080,-1.396382473,-17.16587973,0,-1.312165352
-165,0,2095,-1.495053052,-16.64156332,0,-1.39991014
-165,0,2110,-1.108477269,-17.58035511,0,-1.031993839
-165,0,2125,-1.294270984,-19.98688637,0,-1.250490267
-165,0,2140,-1.086695575,-20.77101447,0,-1.050177532
-165,0,2155,-1.042404706,-20.12050102,0,-0.999956937
-165,0,2170,-1.156509041,-21.17361113,0,-1.123236515
-165,0,2185,-1.308935095,-22.42767697,0,-1.284031549
-165,0,2200,-2.071722748,-19.61219766,0,-2.023975348
-165,0,2215,-1.921831096,-16.21749319,0,-1.816810264
-165,0,2230,-2.459194879,-16.10470246,0,-2.351376241
-165,0,2245,-3.068155565,-15.74334703,0,-2.950854636
-165,0,2260,-3.540984636,-13.32094853,0,-3.333970965
-165,0,2275,-3.832394853,-12.9582827,0,-3.60687582
-165,0,2290,-4.46848382,-13.82811341,0,-4.284776717
-165,0,2305,-4.304308402,-12.85541965,0,-4.073237824
-165,0,2320,-3.696219591,-12.41247754,0,-3.439591144
-165,0,2335,-3.705261258,-13.8497827,0,-3.522487999
-165,0,2350,-4.050210616,-14.41089601,0,-3.890004012
-165,0,2365,-4.287347665,-13.47931079,0,-4.087919504
-165,0,2380,-2.552278303,-14.1075506,0,-2.380249043
-165,0,2395,-2.614429032,-15.38539217,0,-2.486900929
-165,0,2410,-2.080992592,-13.37293448,0,-1.876501063
-165,0,2425,-2.433832318,-12.07724204,0,-2.155937294
-165,0,2440,-2.250918449,-12.04243721,0,-1.970713692
-165,0,2455,-2.978773993,-10.38228196,0,-2.561669933
-165,0,2470,-2.460411946,-9.235594239,0,-1.90896258
-165,0,2485,-2.772544867,-9.423092247,0,-2.245869818
-165,0,2500,-3.568185792,-8.437361991,0,-2.896444004
-165,0,2515,-3.801762216,-8.219362656,0,-3.092461315
-165,0,2530,-4.342728303,-8.536466942,0,-3.687345986
-165,0,2545,-4.379144482,-8.460076681,0,-3.711190782
-165,0,2560,-5.020332316,-8.794306603,0,-4.405536551
-165,0,2575,-6.373891346,-9.878316788,0,-5.902583201
-165,0,2590,-7.075757787,-10.56321947,0,-6.67648177
-165,0,2605,-8.421480052,-10.55991691,0,-8.021885881
-165,0,2620,-11.79588975,-9.883080333,0,-11.32512731
-165,0,2635,-12.14803503,-9.389973078,0,-11.61707144
-165,0,2650,-10.27891801,-8.487062989,0,-9.615434842
-165,0,2665,-9.076779855,-7.173033504,0,-8.15232885
-165,0,2680,-12.02027914,-7.081236183,0,-11.07376474
-165,0,2695,-10.37309314,-7.03783383,0,-9.415943561
-165,0,2710,-8.237054851,-6.498702529,0,-7.136013406
-165,0,2725,-8.227038902,-7.065599149,0,-7.276708088
-165,0,2740,-7.343194805,-8.17038992,0,-6.625147363
-165,0,2755,-7.257302651,-8.421357076,0,-6.58287783
-165,0,2770,-6.688766999,-9.02250541,0,-6.107646995
-165,0,2785,-6.196883588,-9.453101872,0,-5.674062671
-165,0,2800,-6.479239095,-8.697530213,0,-5.849535607
-165,0,2815,-4.725247821,-7.51162917,0,-3.877386143
-165,0,2830,-6.223017135,-7.170938133,0,-5.298068928
-165,0,2845,-5.721819358,-6.912373508,0,-4.733170537
-165,0,2860,-6.041353643,-6.910465577,0,-5.052216944
-165,0,2875,-5.389391251,-7.350705324,0,-4.506041052
-165,0,2890,-5.817388941,-7.781246315,0,-5.02552324
-165,0,2905,-4.986206705,-9.285163322,0,-4.441425205
-165,0,2920,-5.233768908,-9.711720405,0,-4.742949006
-165,0,2935,-6.574541982,-7.876699818,0,-5.801519167
-165,0,2950,-4.789032498,-7.287918075,0,-3.891393578
-165,0,2965,-5.010763321,-7.4487617,0,-4.149228137
-165,0,2980,-3.436445031,-6.109361274,0,-2.216246177
-165,0,2995,-2.973221017,-6.677842238,0,-1.922527283
-165,0,3010,-2.456887732,-8.584302226,0,-1.809247593
-165,0,3025,-3.648823248,-9.802906561,0,-3.16878656
-165,0,3040,-5.291995242,-9.440241463,0,-4.767526344
-165,0,3055,-9.901710197,-8.693043398,0,-9.271306198
-165,0,3070,-7.05157608,-7.378523381,0,-6.174476004
-165,0,3085,-6.909279619,-6.488151745,0,-5.805188883
-165,0,3100,-6.204243196,-6.99528915,0,-5.236539219
-165,0,3115,-7.476141189,-9.997767235,0,-7.018318127
-165,0,3130,-6.327696993,-12.7159311,0,-6.088873155
-165,0,3145,-6.1792152,-9.596455968,0,-5.674396814
-165,0,3160,-6.187882765,-8.055108892,0,-5.448780445
-165,0,3175,-5.296867332,-7.151279482,0,-4.367239921
-165,0,3190,-4.716176051,-7.528939187,0,-3.87203717
-165,0,3205,-5.011446647,-10.45158482,0,-4.601267696
-165,0,3220,-5.038018816,-15.29058887,0,-4.907633593
-165,0,3235,-4.041850262,-11.53960667,0,-3.725970422
-165,0,3250,-3.443193884,-9.139241536,0,-2.878533498
-165,0,3265,-3.572516123,-8.003239177,0,-2.823722242
-165,0,3280,-3.505388971,-8.615055754,0,-2.86267428
-165,0,3295,-4.405125771,-13.33054938,0,-4.19858028
-165,0,3310,-4.894389949,-15.83438926,0,-4.779554893
-165,0,3325,-5.782890755,-9.627706852,0,-5.281908957
-165,0,3340,-5.781573638,-8.191051395,0,-5.067230522
-165,0,3355,-7.501524415,-9.226604221,0,-6.948856462
-165,0,3370,-3.958413165,-8.971783996,0,-3.369982497
-165,0,3385,-4.302002412,-10.91379503,0,-3.935038096
-165,0,3400,-3.462914461,-12.72396081,0,-3.224544111
-165,0,3415,-4.628523169,-8.87586986,0,-4.025997784
-165,0,3430,-4.183728384,-7.095350262,0,-3.240644053
-165,0,3445,-5.977763509,-8.077509723,0,-5.242804398
-165,0,3460,-6.514931295,-7.997945742,0,-5.765140615
-165,0,3475,-6.976390145,-7.573534518,0,-6.141759632
-165,0,3490,-15.17978554,-7.813541356,0,-14.3943506
-165,0,3505,-10.02709102,-8.913911149,0,-9.430198621
-165,0,3520,-7.973611474,-9.032600445,0,-7.393934889
-165,0,3535,-8.559289897,-9.918406075,0,-8.092553643
-165,0,3550,-7.569102286,-12.76364157,0,-7.332959996
-165,0,3565,-7.188808504,-12.84543074,0,-6.957191401
-165,0,3580,-6.977442405,-13.8367358,0,-6.794107469
-165,0,3595,-13.45848477,-14.43438527,0,-13.29915837
-165,0,3610,-9.926893449,-14.72769393,0,-9.778152433
-165,0,3625,-21.96177958,-15.12109166,0,-21.82612318
-165,0,3640,-15.89995778,-14.48668885,0,-15.74257368
-165,0,3655,-9.876800356,-16.3957086,0,-9.776051257
-165,0,3670,-13.27616808,-17.11539401,0,-13.19095651
-165,0,3685,-15.74433245,-14.41715526,0,-15.58436088
-165,0,3700,-10.07981585,-16.70670549,0,-9.986104783
-165,0,3715,-12.94124336,-16.59641914,0,-12.84509521
-165,0,3730,-13.06805022,-14.05890608,0,-12.89404393
-165,0,3745,-10.07410107,-14.82851114,0,-9.928830894
-165,0,3760,-6.259020644,-15.1176116,0,-6.123253772
-165,0,3775,-7.183054139,-14.64802384,0,-7.031510725
-165,0,3790,-7.666871449,-14.05203643,0,-7.492584088
-165,0,3805,-8.728918894,-14.51855596,0,-8.57270634
-165,0,3820,-9.839827576,-14.96624167,0,-9.699166407
-165,0,3835,-8.063398131,-14.11847607,0,-7.891809751
-165,0,3850,-9.395993447,-13.88284841,0,-9.214635832
-165,0,3865,-13.15152777,-13.82629968,0,-12.96774228
-165,0,3880,-5.032323209,-13.4372421,0,-4.830908152
-165,0,3895,-6.542783351,-13.80509414,0,-6.358078888
-165,0,3910,-6.096233793,-12.28661327,0,-5.831824712
-165,0,3925,-6.486677787,-13.54582748,0,-6.290350369
-165,0,3940,-5.33105727,-15.21534035,0,-5.198358058
-165,0,3955,-4.931497109,-12.85616727,0,-4.700467383
-165,0,3970,-4.752787662,-13.84321235,0,-4.569731766
-165,0,3985,-4.345159822,-15.58823653,0,-4.223533441
-165,0,4000,-6.433848906,-13.68669822,0,-6.243926589
-164,0,1000,-16.53246585,-1.089977609,0,-9.99520201
-164,0,1015,-21.34576709,-0.932132166,0,-14.20496568
-164,0,1030,-22.44087493,-1.387857067,0,-16.81101466
-164,0,1045,-16.26413732,-2.996114139,0,-13.23960506
-164,0,1060,-13.8702714,-7.135385101,0,-12.93684154
-164,0,1075,-11.81950331,-3.465828859,0,-9.221455488
-164,0,1090,-14.60431126,-1.647041171,0,-9.595987347
-164,0,1105,-19.4741778,-1.535038666,0,-14.21259206
-164,0,1120,-16.2252772,-2.444381162,0,-12.56410698
-164,0,1135,-21.21661471,-5.958799889,0,-19.94643035
-164,0,1150,-17.26697669,-6.003189527,0,-16.01177032
-164,0,1165,-12.63585883,-2.590003545,0,-9.160186239
-164,0,1180,-13.42291634,-1.59766033,0,-8.305549152
-164,0,1195,-14.24496815,-1.442024806,0,-8.755771966
-164,0,1210,-16.09401294,-2.123063718,0,-11.96742692
-164,0,1225,-14.89787122,-4.737557454,0,-13.12003277
-164,0,1240,-11.11978061,-6.629407229,0,-10.05573519
-164,0,1255,-10.59074975,-3.073438291,0,-7.642683351
-164,0,1270,-11.44965303,-1.792368698,0,-6.74067733
-164,0,1285,-10.62273315,-1.600313086,0,-5.51132584
-164,0,1300,-9.075239178,-2.040448762,0,-4.814299792
-164,0,1315,-8.34769755,-4.470422102,0,-6.428198704
-164,0,1330,-8.364785699,-8.807556298,0,-7.752001303
-164,0,1345,-10.85293193,-5.04015992,0,-9.220494671
-164,0,1360,-16.11554706,-2.490666546,0,-12.51488053
-164,0,1375,-11.44807792,-1.78008471,0,-6.71495756
-164,0,1390,-10.56505897,-2.231157462,0,-6.604594796
-164,0,1405,-9.51965026,-5.040922409,0,-7.887560858
-164,0,1420,-9.184050476,-12.6065677,0,-8.938961162
-164,0,1435,-8.465004482,-6.564874406,0,-7.382871541
-164,0,1450,-9.168460257,-3.775012737,0,-6.808167226
-164,0,1465,-6.376524273,-2.794482807,0,-3.139119012
-164,0,1480,-4.147256163,-2.997178874,0,-1.123795362
-164,0,1495,-2.847114738,-4.753578437,0,-1.077358169
-164,0,1510,-2.755844426,-11.69912074,0,-2.451764663
-164,0,1525,-4.662600542,-8.828998654,0,-4.05305627
-164,0,1540,-12.60650415,-3.874849211,0,-10.31689107
-164,0,1555,-5.301836165,-2.290824482,0,-1.42873142
-164,0,1570,-3.530632921,-2.904749378,0,-0.412153057
-164,0,1585,-2.986319572,-6.68333479,0,-1.937127976
-164,0,1600,-3.013782741,-18.14373585,0,-2.946676686
-164,0,1615,-4.233532706,-10.94769721,0,-3.869544862
-164,0,1630,-6.286618182,-6.514299406,0,-5.190066954
-164,0,1645,-6.149812991,-4.201225833,0,-4.07315476
-164,0,1660,-1.337587317,-6.591311323,0,-0.262905861
-164,0,1675,-6.333280124,-7.901375605,0,-5.565048357
-164,0,1690,-3.776911478,-5.852689909,0,-2.470079815
-164,0,1705,-5.037604905,-6.31475996,0,-3.8820039
-164,0,1720,-5.532373814,-7.369173206,0,-4.653178421
-164,0,1735,-5.820223335,-8.167330418,0,-5.101625596
-164,0,1750,-6.018815918,-7.973224989,0,-5.264350939
-164,0,1765,-7.007230841,-8.251019514,0,-6.303522365
-164,0,1780,-7.215520985,-8.941580473,0,-6.62269031
-164,0,1795,-8.004940477,-8.879591219,0,-7.402968638
-164,0,1810,-9.907706887,-8.993382235,0,-9.322401199
-164,0,1825,-11.84111065,-9.733111437,0,-11.35284312
-164,0,1840,-14.85103845,-10.09928628,0,-14.40435653
-164,0,1855,-13.32166411,-10.25887091,0,-12.89192278
-164,0,1870,-13.61023913,-10.80776377,0,-13.23380074
-164,0,1885,-10.36405936,-11.43331649,0,-10.04005398
-164,0,1900,-7.955182821,-11.8048622,0,-7.658672892
-164,0,1915,-6.406288375,-11.98074241,0,-6.121940563
-164,0,1930,-6.012965867,-12.69167028,0,-5.772766477
-164,0,1945,-5.889064131,-13.36325293,0,-5.684105289
-164,0,1960,-4.993896577,-13.62401254,0,-4.801150876
-164,0,1975,-4.4947393,-14.36355016,0,-4.332743442
-164,0,1990,-3.309523124,-15.21254009,0,-3.176737001
-164,0,2005,-2.511806011,-15.11939536,0,-2.376095771
-164,0,2020,-1.973204022,-15.7314099,0,-1.85557582
-164,0,2035,-1.502815943,-15.99566059,0,-1.392220743
-164,0,2050,-1.421944912,-15.46306447,0,-1.29671025
-164,0,2065,-1.579133587,-16.07743075,0,-1.470627211
-164,0,2080,-1.532688221,-17.16245583,0,-1.448404031
-164,0,2095,-1.232156046,-16.65756593,0,-1.137366912
-164,0,2110,-1.321607181,-17.60479718,0,-1.24555677
-164,0,2125,-1.0457828,-19.95471401,0,-1.001674894
-164,0,2140,-0.978396509,-20.73957072,0,-0.941611983
-164,0,2155,-0.989669493,-20.13867353,0,-0.947399836
-164,0,2170,-1.03295694,-21.19117543,0,-0.999819222
-164,0,2185,-1.381073297,-22.50063709,0,-1.3565858
-164,0,2200,-1.761375461,-19.65467587,0,-1.714095339
-164,0,2215,-1.808693894,-16.22503241,0,-1.703857434
-164,0,2230,-2.08735147,-16.11283518,0,-1.979737066
-164,0,2245,-2.515056868,-15.73613683,0,-2.397558372
-164,0,2260,-3.204260634,-13.31468618,0,-2.996940997
-164,0,2275,-3.674791157,-12.95399702,0,-3.449043581
-164,0,2290,-3.970366047,-13.87630911,0,-3.788729356
-164,0,2305,-3.289062301,-12.85289402,0,-3.057853663
-164,0,2320,-3.472239392,-12.44593372,0,-3.21763918
-164,0,2335,-3.355081557,-13.84087,0,-3.171924791
-164,0,2350,-4.271270827,-14.40674141,0,-4.110908024
-164,0,2365,-3.777693418,-13.45484901,0,-3.577112385
-164,0,2380,-2.824059117,-14.08611066,0,-2.651161322
-164,0,2395,-2.514866939,-15.3376413,0,-2.385907783
-164,0,2410,-1.776711537,-13.35710295,0,-1.571455277
-164,0,2425,-2.398595347,-12.05762681,0,-2.119401038
-164,0,2440,-2.630865399,-12.01118574,0,-2.348569829
-164,0,2455,-2.992727397,-10.37976781,0,-2.575369817
-164,0,2470,-2.496828745,-9.237900499,0,-1.945691529
-164,0,2485,-3.226925231,-9.422805308,0,-2.700213186
-164,0,2500,-3.023129132,-8.433404063,0,-2.350724918
-164,0,2515,-3.237154059,-8.239227988,0,-2.531368123
-164,0,2530,-3.632844437,-8.533554599,0,-2.976987547
-164,0,2545,-4.069470348,-8.479211992,0,-3.404689926
-164,0,2560,-4.182686316,-8.854427201,0,-3.576960734
-164,0,2575,-5.177375935,-9.857558926,0,-4.703681961
-164,0,2590,-6.503109492,-10.55396046,0,-6.10294083
-164,0,2605,-8.170242278,-10.53140895,0,-7.767890718
-164,0,2620,-10.08041128,-9.864293603,0,-9.607492758
-164,0,2635,-13.42342458,-9.40249803,0,-12.89408717
-164,0,2650,-9.977554216,-8.496145656,0,-9.315568407
-164,0,2665,-9.34279682,-7.19798674,0,-8.424244112
-164,0,2680,-10.03449552,-7.044128753,0,-9.078896649
-164,0,2695,-8.810192802,-7.049778511,0,-7.855983321
-164,0,2710,-10.18341487,-6.534179147,0,-9.092556861
-164,0,2725,-8.315864707,-7.068588861,0,-7.366264891
-164,0,2740,-9.419342881,-8.165146433,0,-8.70035204
-164,0,2755,-7.342946347,-8.408741356,0,-6.666398497
-164,0,2770,-6.893425746,-9.010589537,0,-6.31059703
-164,0,2785,-7.07302494,-9.421374266,0,-6.546128341
-164,0,2800,-6.22176597,-8.701837109,0,-5.592734115
-164,0,2815,-5.122087283,-7.514306332,0,-4.274802551
-164,0,2830,-6.488475401,-7.175937118,0,-5.564712891
-164,0,2845,-4.791870458,-6.905857882,0,-3.801554416
-164,0,2860,-4.978666962,-6.905712065,0,-3.988313573
-164,0,2875,-5.935016295,-7.366342182,0,-5.055185396
-164,0,2890,-6.572725286,-7.785871875,0,-5.781784175
-164,0,2905,-5.717774756,-9.260569288,0,-5.169695742
-164,0,2920,-6.788407546,-9.703841526,0,-6.296643984
-164,0,2935,-5.343680179,-7.897272725,0,-4.574654048
-164,0,2950,-5.257975834,-7.302038603,0,-4.363572519
-164,0,2965,-4.181248083,-7.473888054,0,-3.325206743
-164,0,2980,-3.914371605,-6.118076286,0,-2.696996167
-164,0,2995,-2.671707921,-6.650899225,0,-1.613610479
-164,0,3010,-2.408791363,-8.590406454,0,-1.762132092
-164,0,3025,-3.30958137,-9.789694974,0,-2.827997982
-164,0,3040,-4.509158801,-9.408999632,0,-3.980663441
-164,0,3055,-4.856544448,-8.705896677,0,-4.228144954
-164,0,3070,-5.678689781,-7.372218494,0,-4.800177425
-164,0,3085,-6.303506209,-6.494096923,0,-5.201134868
-164,0,3100,-6.082175506,-7.010028534,0,-5.118142666
-164,0,3115,-6.454138873,-9.975800808,0,-5.993866826
-164,0,3130,-6.908365732,-12.71449529,0,-6.669460712
-164,0,3145,-8.301698341,-9.593052188,0,-7.796460207
-164,0,3160,-6.29465803,-8.061052791,0,-5.556657551
-164,0,3175,-7.034997053,-7.157805258,0,-6.106925833
-164,0,3190,-4.632141247,-7.504061068,0,-3.782646253
-164,0,3205,-3.223769824,-10.45718334,0,-2.814145018
-164,0,3220,-4.121937635,-15.27016925,0,-3.990928562
-164,0,3235,-2.7329138,-11.51185788,0,-2.414933256
-164,0,3250,-3.571540812,-9.156374015,0,-3.009253915
-164,0,3265,-3.813784506,-8.004908604,0,-3.065304693
-164,0,3280,-3.85266732,-8.635593878,0,-3.213219536
-164,0,3295,-4.244560719,-13.30940965,0,-4.036982923
