Theta (deg),Phi (deg),Frequency (MHz),Gain (dBi),Return Loss (dB),Return Loss (deg),Absolute Gain (dBi)
94,0,2290,-0.793253934,-13.87390027,0,-0.61151433
94,0,2305,-1.738545168,-12.80461458,0,-1.504681052
94,0,2320,-0.853083509,-12.41820678,0,-0.596803566
94,0,2335,-1.373570831,-13.92397192,0,-1.193958231
94,0,2350,-0.891138749,-14.42707494,0,-0.731538939
94,0,2365,-0.45833165,-13.46528065,0,-0.258243087
94,0,2380,0.359379192,-14.10874794,0,0.531360079
94,0,2395,0.470130092,-15.35108468,0,0.598684721
94,0,2410,0.941132905,-13.36921275,0,1.145803946
94,0,2425,0.714500932,-12.05908819,0,0.993598226
94,0,2440,1.169937895,-12.03574622,0,1.450588948
94,0,2455,1.309915124,-10.40706809,0,1.724528448
94,0,2470,1.541128477,-9.191125039,0,2.098633663
94,0,2485,1.750535627,-9.415354787,0,2.278209281
94,0,2500,1.743854914,-8.450410972,0,2.413417722
94,0,2515,1.546558237,-8.22272947,0,2.255262082
94,0,2530,1.873185667,-8.579731649,0,2.521561284
94,0,2545,1.567789351,-8.451218742,0,2.237217525
94,0,2560,1.296981491,-8.802470203,0,1.910537146
94,0,2575,1.187220964,-9.829656108,0,1.664142086
94,0,2590,0.760233889,-10.59773179,0,1.156200959
94,0,2605,0.793980856,-10.55332677,0,1.194210686
94,0,2620,0.071911496,-9.87360657,0,0.543759901
94,0,2635,-0.305439359,-9.41200289,0,0.222667518
94,0,2650,-1.163590168,-8.491480682,0,-0.50083575
94,0,2665,-0.97028206,-7.162097777,0,-0.043232893
94,0,2680,-1.211943074,-7.115201004,0,-0.27365959
94,0,2695,-1.772298692,-7.047556136,0,-0.817542952
94,0,2710,-2.434803264,-6.504192011,0,-1.335344566
94,0,2725,-2.716283322,-7.093179733,0,-1.7726724
94,0,2740,-3.163330805,-8.181673106,0,-2.447308863
94,0,2755,-3.559229684,-8.451904251,0,-2.889915744
94,0,2770,-4.910887811,-9.002816018,0,-4.326941496
94,0,2785,-5.102992265,-9.445922492,0,-4.579252033
94,0,2800,-6.934908923,-8.700973315,0,-6.305742426
94,0,2815,-7.056842737,-7.511667381,0,-6.208989297
94,0,2830,-6.668329487,-7.162723871,0,-5.741429289
94,0,2845,-7.129863998,-6.938348816,0,-6.147830625
94,0,2860,-5.956455023,-6.945080936,0,-4.97612812
94,0,2875,-4.532130864,-7.348454197,0,-3.648272736
94,0,2890,-3.136354193,-7.795455104,0,-2.347324889
94,0,2905,-2.052260349,-9.261222878,0,-1.50426924
94,0,2920,-1.641149695,-9.733597461,0,-1.15294
94,0,2935,-1.410062355,-7.890918104,0,-0.639804128
94,0,2950,-1.279011007,-7.262708219,0,-0.375563187
94,0,2965,-1.156786198,-7.426107322,0,-0.290264328
94,0,2980,-1.438796299,-6.096094922,0,-0.21428509
94,0,2995,-1.008829826,-6.658392453,0,0.04720266
94,0,3010,-1.848524875,-8.604910639,0,-1.204189825
94,0,3025,-6.109871243,-9.829116077,0,-5.632887434
94,0,3040,-10.75402012,-9.450079593,0,-10.23081242
94,0,3055,-2.732500837,-8.668343381,0,-2.098225487
94,0,3070,-2.233155125,-7.395649761,0,-1.35987868
94,0,3085,-1.226704798,-6.49287686,0,-0.123980852
94,0,3100,-1.28285834,-7.022030906,0,-0.321803458
94,0,3115,-1.608406704,-9.98514403,0,-1.149177994
94,0,3130,-1.56140256,-12.68389414,0,-1.320760554
94,0,3145,-3.837369262,-9.577609578,0,-3.330222123
94,0,3160,-4.64785275,-8.035879773,0,-3.905173592
94,0,3175,-4.88108354,-7.160055234,0,-3.953548198
94,0,3190,-4.507461934,-7.555599416,0,-3.669021632
94,0,3205,-4.89358441,-10.47582353,0,-4.485798982
94,0,3220,-3.59386155,-15.24199553,0,-3.46198675
94,0,3235,-1.740473069,-11.50409459,0,-1.421902222
94,0,3250,-0.53776086,-9.125405344,0,0.028824153
94,0,3265,-0.470716303,-8.00565151,0,0.277623794
94,0,3280,-1.09661476,-8.648725675,0,-0.459246429
94,0,3295,-2.195515403,-13.27209869,0,-1.986102709
94,0,3310,-3.030675448,-15.8761739,0,-2.916954476
94,0,3325,-5.0596982,-9.622253926,0,-4.558049191
94,0,3340,-4.985506696,-8.208473809,0,-4.27427108
94,0,3355,-7.409223127,-9.232406917,0,-6.857342051
94,0,3370,-4.606279519,-8.956735095,0,-4.015660931
94,0,3385,-5.318374527,-10.9594095,0,-4.955409114
94,0,3400,-4.999120238,-12.79466389,0,-4.76470493
94,0,3415,-4.534699236,-8.882713254,0,-3.933191373
94,0,3430,-3.81833651,-7.047360529,0,-2.863532673
94,0,3445,-3.455641726,-8.060119953,0,-2.717468441
94,0,3460,-5.098436558,-8.010636023,0,-4.35103315
94,0,3475,-5.387555525,-7.57646333,0,-4.553545344
94,0,3490,-5.728893877,-7.814712868,0,-4.943691141
94,0,3505,-5.649421474,-8.928476422,0,-5.054670885
94,0,3520,-7.471924196,-9.004983607,0,-6.888289746
94,0,3535,-5.806672278,-9.921129623,0,-5.340244924
94,0,3550,-6.151924734,-12.79240288,0,-5.917383997
94,0,3565,-6.585207793,-12.87033792,0,-6.354950977
94,0,3580,-6.50260217,-13.84366346,0,-6.319565694
94,0,3595,-5.375049899,-14.41643569,0,-5.215051325
94,0,3610,-7.126693935,-14.70478686,0,-6.977152606
94,0,3625,-6.240023547,-15.10562106,0,-6.10387537
94,0,3640,-11.85887032,-14.44788892,0,-11.7000477
94,0,3655,-9.250345239,-16.42471397,0,-9.150274561
94,0,3670,-9.063979884,-17.02889346,0,-8.977036835
94,0,3685,-10.57787792,-14.42975031,0,-10.41837822
94,0,3700,-13.33716447,-16.6812098,0,-13.24289561
94,0,3715,-7.358019542,-16.62424289,0,-7.262492214
94,0,3730,-8.356463488,-14.03623703,0,-8.181527958
94,0,3745,-11.61840619,-14.80362598,0,-11.47228702
94,0,3760,-12.6873891,-15.08481409,0,-12.55057667
94,0,3775,-15.64633304,-14.65890119,0,-15.49517538
94,0,3790,-13.91389326,-14.00671294,0,-13.73773991
94,0,3805,-7.746689195,-14.63099076,0,-7.594539706
94,0,3820,-10.34665966,-15.04290137,0,-10.20849916
94,0,3835,-7.311520765,-14.07805335,0,-7.138295412
94,0,3850,-10.15634882,-13.90402134,0,-9.975891803
94,0,3865,-9.158006813,-13.84714412,0,-8.975120103
94,0,3880,-7.752062476,-13.41537338,0,-7.549606573
94,0,3895,-8.191071691,-13.87341286,0,-8.009311257
94,0,3910,-7.320780085,-12.28844037,0,-7.056485673
94,0,3925,-9.204736008,-13.48628915,0,-9.005635489
94,0,3940,-9.997696889,-15.31077786,0,-9.867925504
94,0,3955,-9.643050845,-12.83465517,0,-9.410842689
94,0,3970,-8.280473264,-13.82796201,0,-8.096759619
94,0,3985,-7.660703707,-15.66505084,0,-7.541239238
94,0,4000,-5.44962359,-13.68151966,0,-5.259469639
95,0,1000,-13.59707241,-1.090645959,0,-7.062150548
95,0,1015,-19.04011658,-0.931947248,0,-11.89854268
95,0,1030,-14.78911831,-1.394502449,0,-9.176857832
95,0,1045,-13.79429562,-3.010413344,0,-10.78410905
95,0,1060,-15.52686336,-7.149721084,0,-14.59686389
95,0,1075,-12.90843617,-3.457499426,0,-10.3035556
95,0,1090,-12.52166627,-1.640979526,0,-7.500169485
95,0,1105,-19.88653587,-1.537119489,0,-14.62985402
95,0,1120,-17.14372289,-2.44166998,0,-13.47896218
95,0,1135,-11.81161031,-5.958632415,0,-10.54136906
95,0,1150,-9.344665981,-6.003414208,0,-8.0895349
95,0,1165,-9.737060373,-2.595598043,0,-6.268238025
95,0,1180,-12.41041689,-1.621700691,0,-7.346632857
95,0,1195,-15.01755996,-1.427737265,0,-9.49187053
95,0,1210,-15.16164726,-2.116097675,0,-11.02398888
95,0,1225,-19.00415454,-4.732673265,0,-17.22384329
95,0,1240,-11.43035285,-6.632489461,0,-10.36716276
95,0,1255,-8.579639992,-3.063476489,0,-5.621873324
95,0,1270,-8.019360967,-1.789135736,0,-3.304050364
95,0,1285,-9.766295244,-1.601208854,0,-4.656897765
95,0,1300,-11.91014876,-2.043111343,0,-7.653645427
95,0,1315,-15.22973009,-4.485149437,0,-13.31839495
95,0,1330,-11.48021609,-8.828126916,0,-10.87054045
95,0,1345,-10.36477541,-5.032657563,0,-8.728910688
95,0,1360,-9.28924277,-2.491154322,0,-5.689205985
95,0,1375,-10.66331554,-1.775845564,0,-5.921815776
95,0,1390,-16.0203128,-2.240648979,0,-12.07394433
95,0,1405,-9.151769314,-5.049943858,0,-7.523788916
95,0,1420,-10.74744462,-12.63181795,0,-10.50381675
95,0,1435,-11.43179346,-6.566336219,0,-10.35007407
95,0,1450,-8.291442982,-3.7863045,0,-5.939284221
95,0,1465,-6.428005186,-2.784420525,0,-3.179429998
95,0,1480,-5.96144619,-3.023127918,0,-2.963936416
95,0,1495,-7.267952606,-4.759473357,0,-5.501158499
95,0,1510,-6.962865289,-11.70939785,0,-6.659529943
95,0,1525,-8.517710867,-8.817122488,0,-7.906374279
95,0,1540,-14.26578967,-3.867520706,0,-11.97108195
95,0,1555,-6.510482768,-2.287924452,0,-2.633199869
95,0,1570,-7.163707128,-2.900788502,0,-4.04106269
95,0,1585,-7.292682255,-6.676564065,0,-6.241638612
95,0,1600,-4.621551806,-18.17814594,0,-4.554979426
95,0,1615,-3.670436584,-10.98423209,0,-3.309628192
95,0,1630,-4.330767084,-6.508690082,0,-3.232603367
95,0,1645,-6.157997028,-4.212718208,0,-4.088369956
95,0,1660,-9.214410578,-6.598484292,0,-8.141740885
95,0,1675,-10.39471827,-7.884425651,0,-9.623199
95,0,1690,-5.595721422,-5.874037578,0,-4.29635982
95,0,1705,-4.464993164,-6.306557018,0,-3.30688842
95,0,1720,-5.812260487,-7.384883541,0,-4.936582532
95,0,1735,-5.795077559,-8.182865081,0,-5.079269232
95,0,1750,-4.630826538,-7.939893936,0,-3.870008861
95,0,1765,-4.08429128,-8.268457885,0,-3.383643006
95,0,1780,-3.551956594,-8.928579016,0,-2.957221062
95,0,1795,-3.266651246,-8.894418666,0,-2.666879562
95,0,1810,-2.804381809,-8.997052235,0,-2.219605356
95,0,1825,-2.570743147,-9.718961225,0,-2.080788795
95,0,1840,-2.446945319,-10.11672695,0,-2.002148514
95,0,1855,-2.190903776,-10.28178567,0,-1.763538953
95,0,1870,-2.122564213,-10.80076861,0,-1.745491884
95,0,1885,-1.783266407,-11.46203543,0,-1.46147765
95,0,1900,-1.915907651,-11.79420881,0,-1.618643979
95,0,1915,-1.288702341,-11.98823733,0,-1.004861201
95,0,1930,-1.082130205,-12.72489806,0,-0.843812728
95,0,1945,-0.759115579,-13.31141201,0,-0.551635789
95,0,1960,-0.827280661,-13.62432045,0,-0.634548934
95,0,1975,-0.456830654,-14.36611329,0,-0.294932178
95,0,1990,-0.471004028,-15.19832052,0,-0.337775679
95,0,2005,-0.142538914,-15.16629299,0,-0.008309029
95,0,2020,0.116943322,-15.72164836,0,0.234839836
95,0,2035,0.020672263,-15.96905491,0,0.131955851
95,0,2050,0.205816356,-15.48585843,0,0.330385953
95,0,2065,0.030200845,-16.02179409,0,0.140124073
95,0,2080,0.075540361,-17.17452064,0,0.159588456
95,0,2095,-0.233399114,-16.60405152,0,-0.137421667
95,0,2110,-0.285366863,-17.57303636,0,-0.208753289
95,0,2125,-0.512235363,-20.02530122,0,-0.468842126
95,0,2140,-0.413264311,-20.77167859,0,-0.376751876
95,0,2155,-1.065288266,-20.10775716,0,-1.022715143
95,0,2170,-1.131540108,-21.15384098,0,-1.098115187
95,0,2185,-1.19074848,-22.42409838,0,-1.165824346
95,0,2200,-1.773851262,-19.62875368,0,-1.726286535
95,0,2215,-1.465006528,-16.2164903,0,-1.359961146
95,0,2230,-1.493588028,-16.13385709,0,-1.38649973
95,0,2245,-1.502686775,-15.7484853,0,-1.385526434
95,0,2260,-1.54412947,-13.30279535,0,-1.336227597
95,0,2275,-1.278270885,-12.88210449,0,-1.048653836
95,0,2290,-1.399907799,-13.88856351,0,-1.218793728
95,0,2305,-0.90816069,-12.8288394,0,-0.675632887
95,0,2320,-0.660896451,-12.39746397,0,-0.403352425
95,0,2335,-0.621294003,-13.88902484,0,-0.440199577
95,0,2350,-0.147571576,-14.41486358,0,0.012486007
95,0,2365,0.13347074,-13.46540869,0,0.333553266
95,0,2380,0.560532901,-14.11593436,0,0.732223745
95,0,2395,1.335265307,-15.33043118,0,1.464441956
95,0,2410,1.330498402,-13.38196285,0,1.534555128
95,0,2425,1.431986187,-12.0301275,0,1.713012583
95,0,2440,1.317379202,-12.05344564,0,1.596851278
95,0,2455,1.560406979,-10.39904061,0,1.975825265
95,0,2470,1.65578893,-9.212665021,0,2.210352
95,0,2485,1.882722399,-9.435044614,0,2.407858805
95,0,2500,1.641241358,-8.441865799,0,2.312230216
95,0,2515,1.809793241,-8.205215588,0,2.521608884
95,0,2530,1.595263969,-8.549684164,0,2.248497152
95,0,2545,1.648793789,-8.451195821,0,2.318225783
95,0,2560,1.347871135,-8.82288407,0,1.958337497
95,0,2575,1.094935158,-9.880678253,0,1.565972691
95,0,2590,0.572969174,-10.58605777,0,0.970052295
95,0,2605,0.060741316,-10.5561641,0,0.460697339
95,0,2620,-0.23825719,-9.8660336,0,0.234461202
95,0,2635,-0.577041006,-9.406575725,0,-0.048231883
95,0,2650,-1.001653971,-8.495262109,0,-0.339522661
95,0,2665,-2.013904637,-7.161773528,0,-1.086778309
95,0,2680,-1.973178102,-7.079074805,0,-1.026137204
95,0,2695,-2.05115442,-7.045424133,0,-1.095874307
95,0,2710,-2.281538693,-6.491278254,0,-1.178352547
95,0,2725,-3.469928864,-7.013854708,0,-2.506846467
95,0,2740,-3.496672723,-8.170950175,0,-2.778726001
95,0,2755,-3.977937188,-8.438695475,0,-3.306418422
95,0,2770,-3.689758619,-8.985104606,0,-3.103257369
95,0,2785,-4.94193736,-9.439658271,0,-4.417393599
95,0,2800,-5.557130829,-8.689510068,0,-4.926174594
95,0,2815,-7.134693109,-7.49921406,0,-6.284150234
95,0,2830,-6.168889673,-7.16530756,0,-5.242603941
95,0,2845,-6.508692982,-6.928125227,0,-5.524061765
95,0,2860,-5.007494606,-6.894981208,0,-4.014388428
95,0,2875,-3.55346347,-7.373355826,0,-2.675206058
95,0,2890,-3.00518177,-7.795542429,0,-2.216169864
95,0,2905,-2.298709495,-9.287428252,0,-1.754230608
95,0,2920,-1.719050447,-9.753861601,0,-1.233245427
95,0,2935,-1.888221082,-7.885614405,0,-1.116932874
95,0,2950,-1.468149997,-7.271707831,0,-0.566780647
95,0,2965,-1.965103452,-7.502221633,0,-1.115210955
95,0,2980,-1.7957041,-6.098645241,0,-0.572023253
95,0,2995,-1.848154313,-6.656179981,0,-0.791512595
95,0,3010,-2.834612589,-8.605145638,0,-2.190315122
95,0,3025,-6.15058377,-9.824139468,0,-5.673021868
95,0,3040,-5.053883457,-9.438663506,0,-4.529211974
95,0,3055,-2.306059228,-8.686169178,0,-1.674580356
95,0,3070,-1.653071157,-7.379140139,0,-0.776109098
95,0,3085,-1.257717138,-6.483536569,0,-0.152289561
95,0,3100,-1.017725718,-7.010202859,0,-0.053736204
95,0,3115,-2.378370759,-10.01208187,0,-1.922136211
95,0,3130,-2.28434099,-12.68168175,0,-2.0435729
95,0,3145,-5.232689206,-9.584254217,0,-4.726364408
95,0,3160,-4.761728431,-8.057433202,0,-4.023057189
95,0,3175,-5.196309299,-7.155334036,0,-4.267649111
95,0,3190,-4.125318851,-7.52149883,0,-3.279582011
95,0,3205,-3.440015899,-10.47473752,0,-3.032123544
95,0,3220,-2.607792055,-15.26938104,0,-2.47675884
95,0,3235,-1.148706936,-11.51484842,0,-0.830953484
95,0,3250,-0.565604894,-9.153961145,0,-0.002984369
95,0,3265,-0.866820433,-8.005599495,0,-0.118470555
95,0,3280,-0.95925881,-8.651452742,0,-0.322321405
95,0,3295,-2.12417095,-13.29131251,0,-1.915705228
95,0,3310,-4.021369194,-15.87081347,0,-3.907505914
95,0,3325,-7.980381903,-9.624788434,0,-7.479043129
95,0,3340,-5.314523811,-8.249531756,0,-4.610553583
95,0,3355,-5.523930993,-9.250401243,0,-4.974482468
95,0,3370,-5.911906484,-8.948971801,0,-5.32015581
95,0,3385,-4.5172166,-10.99219389,0,-4.157097235
95,0,3400,-4.739091228,-12.75090165,0,-4.502235938
95,0,3415,-2.655999792,-8.879653623,0,-2.05403723
95,0,3430,-3.372090055,-7.058616252,0,-2.420049448
95,0,3445,-3.996918746,-8.105100014,0,-3.267028013
95,0,3460,-4.137649063,-8.02067569,0,-3.392128437
95,0,3475,-6.91489912,-7.594114872,0,-6.084616877
95,0,3490,-7.043116011,-7.819560327,0,-6.258873279
95,0,3505,-8.48220135,-8.918181967,0,-7.885937823
95,0,3520,-5.260263932,-9.014602891,0,-4.678011322
95,0,3535,-9.513139865,-9.933035784,0,-9.048060352
95,0,3550,-8.071540205,-12.77749477,0,-7.836170718
95,0,3565,-6.840904949,-12.86222113,0,-6.610205744
95,0,3580,-7.545614998,-13.84911723,0,-7.362813133
95,0,3595,-6.478592874,-14.41838197,0,-6.318667324
95,0,3610,-7.693295915,-14.7251523,0,-7.544466317
95,0,3625,-7.925600016,-15.13402459,0,-7.790353328
95,0,3640,-6.031950265,-14.50168671,0,-5.875118646
95,0,3655,-6.764654096,-16.40121503,0,-6.664034147
95,0,3670,-9.842207947,-17.06062805,0,-9.755904221
95,0,3685,-10.08018059,-14.43113287,0,-9.920732604
95,0,3700,-15.10819893,-16.80384635,0,-15.0165827
95,0,3715,-11.95053631,-16.64028073,0,-11.85536499
95,0,3730,-12.29696169,-14.052387,0,-12.12268869
95,0,3745,-12.4333637,-14.80143784,0,-12.28716964
95,0,3760,-13.5525935,-15.09331152,0,-13.41605274
95,0,3775,-12.49413215,-14.70348153,0,-12.34454508
95,0,3790,-16.92116157,-13.98435689,0,-16.74408031
95,0,3805,-11.48473974,-14.61990626,0,-11.33219452
95,0,3820,-6.687483339,-15.02120511,0,-6.54861972
95,0,3835,-7.514481598,-14.09352913,0,-7.341884831
95,0,3850,-7.59859151,-13.90577641,0,-7.418208936
95,0,3865,-6.593647887,-13.83654817,0,-6.410304861
95,0,3880,-9.158401102,-13.37790683,0,-8.954149157
95,0,3895,-6.310975213,-13.82574475,0,-6.127165738
95,0,3910,-9.635594026,-12.26721316,0,-9.369964228
95,0,3925,-5.771626388,-13.52135637,0,-5.574164
95,0,3940,-9.382510412,-15.2882711,0,-9.252054529
95,0,3955,-6.816836685,-12.83162282,0,-6.584461921
95,0,3970,-5.690552934,-13.75341307,0,-5.503589076
95,0,3985,-6.62808947,-15.61072164,0,-6.507099999
95,0,4000,-9.061890499,-13.68280858,0,-8.871794229
96,0,1000,-13.49042274,-1.092108558,0,-6.960620322
96,0,1015,-18.91865033,-0.93145125,0,-11.77500356
96,0,1030,-16.9405347,-1.388936048,0,-11.31353871
96,0,1045,-15.94764826,-3.002829118,0,-12.92986459
96,0,1060,-16.61240396,-7.14782397,0,-15.68195135
96,0,1075,-14.01777748,-3.461436651,0,-11.41612964
96,0,1090,-12.6174644,-1.637401784,0,-7.588165194
96,0,1105,-16.2434877,-1.547389498,0,-11.01089429
96,0,1120,-19.610545,-2.434788648,0,-15.93664774
96,0,1135,-11.53534904,-5.960826116,0,-10.26585285
96,0,1150,-9.493967156,-5.99845064,0,-8.237171524
96,0,1165,-9.488621106,-2.594307253,0,-6.018219978
96,0,1180,-11.1971979,-1.624635687,0,-6.139890439
96,0,1195,-15.09161578,-1.418239609,0,-9.541429463
96,0,1210,-16.10303878,-2.116375034,0,-11.96582213
96,0,1225,-28.9409523,-4.743720872,0,-27.16622834
96,0,1240,-11.64701323,-6.63065106,0,-10.58331307
96,0,1255,-8.498377383,-3.056419133,0,-5.533711989
96,0,1270,-8.030292138,-1.796882293,0,-3.330137409
96,0,1285,-9.691242473,-1.605064704,0,-4.590481026
96,0,1300,-11.87258324,-2.0469094,0,-7.622395219
96,0,1315,-13.74447679,-4.480412752,0,-11.83052069
96,0,1330,-13.0434203,-8.831635716,0,-12.43427324
96,0,1345,-10.3607663,-5.040751504,0,-8.728598937
96,0,1360,-9.191661291,-2.49873154,0,-5.601386332
96,0,1375,-10.85730969,-1.779295379,0,-6.122630925
96,0,1390,-12.9487515,-2.247619974,0,-9.012686958
96,0,1405,-9.354658313,-5.033435306,0,-7.719149306
96,0,1420,-9.779251619,-12.63694199,0,-9.535919227
96,0,1435,-15.64886339,-6.560836843,0,-14.56558729
96,0,1450,-8.605464788,-3.793088089,0,-6.25817528
96,0,1465,-6.718329875,-2.773281845,0,-3.457325936
96,0,1480,-6.71625955,-3.028868136,0,-3.724448723
96,0,1495,-7.106066127,-4.745413216,0,-5.332196169
96,0,1510,-6.376963728,-11.71094071,0,-6.073739975
96,0,1525,-7.072990881,-8.815015639,0,-6.461335745
96,0,1540,-12.7041557,-3.870009599,0,-10.41117985
96,0,1555,-6.446119077,-2.304224379,0,-2.5922319
96,0,1570,-7.5211824,-2.908532332,0,-4.406672774
96,0,1585,-7.125183028,-6.668141251,0,-6.071830289
96,0,1600,-4.238732837,-18.17097216,0,-4.172049551
96,0,1615,-3.393740425,-10.97436907,0,-3.032076566
96,0,1630,-3.934072521,-6.505654487,0,-2.835035055
96,0,1645,-5.772461599,-4.209166247,0,-3.7006646
96,0,1660,-9.59834754,-6.604527205,0,-8.527369371
96,0,1675,-10.73363459,-7.882783492,0,-9.961796001
96,0,1690,-5.250115159,-5.862987278,0,-3.946892981
96,0,1705,-4.980207424,-6.302787224,0,-3.820949974
96,0,1720,-5.279553976,-7.38316233,0,-4.403491413
96,0,1735,-5.29303618,-8.180843529,0,-4.576865527
96,0,1750,-4.524083597,-7.945311896,0,-3.764302505
96,0,1765,-3.981984512,-8.275590017,0,-3.282583678
96,0,1780,-3.447849759,-8.931218938,0,-2.853501533
96,0,1795,-3.169414504,-8.880680898,0,-2.567604649
96,0,1810,-2.758945122,-9.014177291,0,-2.176631447
96,0,1825,-2.467912725,-9.692896976,0,-1.974835139
96,0,1840,-2.290733629,-10.12846768,0,-1.847201128
96,0,1855,-1.86879792,-10.2875206,0,-1.442025707
96,0,1870,-1.9607157,-10.79912763,0,-1.583494497
96,0,1885,-1.875880111,-11.46713737,0,-1.55448349
96,0,1900,-1.897109383,-11.79886172,0,-1.600175154
96,0,1915,-1.791618794,-11.97981956,0,-1.507208531
96,0,1930,-1.279320962,-12.72818119,0,-1.041188607
96,0,1945,-1.075213624,-13.31798347,0,-0.868055144
96,0,1960,-0.829397073,-13.64248044,0,-0.637487602
96,0,1975,-0.695122868,-14.37083406,0,-0.533403596
96,0,1990,-0.849839115,-15.1868006,0,-0.716251401
96,0,2005,-0.325384333,-15.19692293,0,-0.192112439
96,0,2020,-0.4563777,-15.73595757,0,-0.338874288
96,0,2035,-0.340686779,-15.98840773,0,-0.22990435
96,0,2050,-0.364890105,-15.49766261,0,-0.240663512
96,0,2065,-0.394670865,-16.02362252,0,-0.284794497
96,0,2080,-0.395383974,-17.17848545,0,-0.31141332
96,0,2095,-0.600031688,-16.61533937,0,-0.50430614
96,0,2110,-0.906587009,-17.59264541,0,-0.830321626
96,0,2125,-0.879273043,-19.98372985,0,-0.835460332
96,0,2140,-1.280260419,-20.75509221,0,-1.243607679
96,0,2155,-1.368051376,-20.09044108,0,-1.325307328
96,0,2170,-1.87045256,-21.20649562,0,-1.837431977
96,0,2185,-1.939157305,-22.43458554,0,-1.914293456
96,0,2200,-2.110080717,-19.60460076,0,-2.06224926
96,0,2215,-1.632317336,-16.27818182,0,-1.52877138
96,0,2230,-1.698067982,-16.15101558,0,-1.591407171
96,0,2245,-1.415494963,-15.74347994,0,-1.298197672
96,0,2260,-1.6924629,-13.32514422,0,-1.485653963
96,0,2275,-1.18923079,-12.97170344,0,-0.964425915
96,0,2290,-0.902619893,-13.88885881,0,-0.721518397
96,0,2305,-0.467327529,-12.79982497,0,-0.233198272
96,0,2320,-0.447207559,-12.37800484,0,-0.18847184
96,0,2335,-0.014982244,-13.89335231,0,0.165928015
96,0,2350,0.288322024,-14.45144485,0,0.447012249
96,0,2365,0.57805579,-13.4757509,0,0.777651304
96,0,2380,0.948848897,-14.12634732,0,1.120120361
96,0,2395,1.56789179,-15.33067605,0,1.697061047
96,0,2410,1.692744905,-13.36423665,0,1.897656214
96,0,2425,1.900768677,-12.04596444,0,2.180738458
96,0,2440,1.794631022,-11.98444188,0,2.078728626
96,0,2455,1.772685411,-10.40825149,0,2.187180207
96,0,2470,1.798880707,-9.189628743,0,2.356590886
96,0,2485,1.688800968,-9.415423212,0,2.216465781
96,0,2500,1.747290886,-8.440768381,0,2.418463123
96,0,2515,1.683100387,-8.2098476,0,2.394091594
96,0,2530,1.610977855,-8.54346102,0,2.26522198
96,0,2545,1.300985657,-8.454989774,0,1.969785684
96,0,2560,1.088203996,-8.805540672,0,1.701293918
96,0,2575,0.698783284,-9.833791172,0,1.175224697
96,0,2590,0.105723238,-10.58731638,0,0.502685876
96,0,2605,-0.212756089,-10.56029211,0,0.186801925
96,0,2620,-0.623477324,-9.849271033,0,-0.148827213
96,0,2635,-0.881680464,-9.42168347,0,-0.354823746
96,0,2650,-0.915295698,-8.489054314,0,-0.252141129
96,0,2665,-2.059932102,-7.159350667,0,-1.13222899
96,0,2680,-2.714466102,-7.114495487,0,-1.776012458
96,0,2695,-2.565776923,-7.050690115,0,-1.611791415
96,0,2710,-2.689914327,-6.541510174,0,-1.601147351
96,0,2725,-2.828331759,-7.066248755,0,-1.87815983
96,0,2740,-3.58504879,-8.17859926,0,-2.868475662
96,0,2755,-3.461058718,-8.416770548,0,-2.785862889
96,0,2770,-3.842198102,-8.995081692,0,-3.257137549
96,0,2785,-4.826580534,-9.468149903,0,-4.305680952
96,0,2800,-5.624532785,-8.703384691,0,-4.995742079
96,0,2815,-6.868174734,-7.527812216,0,-6.023794029
96,0,2830,-7.611408697,-7.186780347,0,-6.690212271
96,0,2845,-5.721928938,-6.921430289,0,-4.735592357
96,0,2860,-4.534920811,-6.9372438,0,-3.55260702
96,0,2875,-4.188760553,-7.344029142,0,-3.303903046
96,0,2890,-3.244186052,-7.786145201,0,-2.453299539
96,0,2905,-2.782776732,-9.295544256,0,-2.239380744
96,0,2920,-2.336249648,-9.743036527,0,-1.849161616
96,0,2935,-1.661488087,-7.897983004,0,-0.892599538
96,0,2950,-2.588656879,-7.259708101,0,-1.684514999
96,0,2965,-1.821163434,-7.460770883,0,-0.962258875
96,0,2980,-2.026907919,-6.098119121,0,-0.803055825
96,0,2995,-2.426729498,-6.658338932,0,-1.37068228
96,0,3010,-3.644855387,-8.610286978,0,-3.001379582
96,0,3025,-5.9605141,-9.821499628,0,-5.482645248
96,0,3040,-4.056344636,-9.439697224,0,-3.531805875
96,0,3055,-2.022406234,-8.654754074,0,-1.385990079
96,0,3070,-1.1694746,-7.397021107,0,-0.296503524
96,0,3085,-1.158236663,-6.476438648,0,-0.050749509
96,0,3100,-1.062181418,-7.045756765,0,-0.106983138
96,0,3115,-1.737538254,-10.01400105,0,-1.281516238
96,0,3130,-3.079687132,-12.68525239,0,-2.839122497
96,0,3145,-4.992631921,-9.571382693,0,-4.484712858
96,0,3160,-5.890373316,-8.07511575,0,-5.154972628
96,0,3175,-5.147408758,-7.153199117,0,-4.21823942
96,0,3190,-4.014151693,-7.515516269,0,-3.167127568
96,0,3205,-3.114430657,-10.48127356,0,-2.707181391
96,0,3220,-2.032841691,-15.25952534,0,-1.90150623
96,0,3235,-0.751786441,-11.51310116,0,-0.433900329
96,0,3250,-0.422652927,-9.131984265,0,0.14301608
96,0,3265,-0.408533165,-7.991499507,0,0.342473347
